round,lr,global_acc,global_f1,global_precision,global_recall,convergence_flag,drift_norm_mean,drift_norm_std,drift_feature_mean,drift_feature_std,drift_head_mean,drift_head_std,interference_norm,interference_feature,interference_head,fairness_gap,client_acc_min,client_acc_max,client_acc_std
1,0.01,50.6118,42.6952,38.551,49.4478,0,0.273186,0.048054,3.396111,0.309833,0.820614,0.17703,0.681687,0.437164,0.395417,19.2905,42.4581,61.7486,5.9965
2,0.0099846,66.7964,66.6229,67.6153,66.4836,0,0.112227,0.030399,1.686069,0.06201,0.366509,0.036936,0.916824,0.53694,0.68676,14.1527,52.514,66.6667,4.3972
3,0.0099385,71.6908,71.2418,72.4632,71.2076,0,0.093625,0.013605,1.639076,0.07242,0.197625,0.016133,0.862207,0.365086,0.158875,23.458,53.5912,77.0492,7.2661
4,0.00986199,72.2469,72.014,72.3247,71.9435,0,0.082619,0.01333,1.576122,0.165369,0.220917,0.033671,0.794589,0.231732,0.136321,23.4637,54.7486,78.2123,6.8372
5,0.00975553,77.03,76.5681,76.9396,76.6723,0,0.075368,0.010671,1.570509,0.096401,0.209417,0.021843,0.747611,0.199219,0.061254,13.9665,64.8045,78.7709,4.5564
6,0.00961978,78.2536,77.9176,78.3101,77.9473,0,0.071519,0.010063,1.627832,0.124556,0.226172,0.017886,0.658979,0.146895,0.057753,13.4078,62.5698,75.9777,3.6546
7,0.00945558,80.0334,79.7846,80.0595,79.7519,0,0.072741,0.008676,1.710419,0.104705,0.228432,0.026539,0.61911,0.112296,0.037797,10.9107,67.7778,78.6885,3.4091
8,0.00926394,79.366,79.0226,79.3041,79.0368,0,0.066116,0.00933,1.767415,0.14171,0.247514,0.029123,0.517783,0.089513,0.021507,10.0559,68.1564,78.2123,3.4072
9,0.00904604,81.8131,81.5686,81.7854,81.6199,0,0.061841,0.004819,1.742321,0.111423,0.231987,0.024678,0.457166,0.079942,0.102405,8.9385,71.5084,80.4469,3.1116
10,0.00880323,82.3693,82.1756,82.6454,82.1284,0,0.065919,0.005478,1.882751,0.148739,0.237421,0.022624,0.432834,0.057717,-0.008972,11.629,68.9266,80.5556,3.7687
11,0.008537,82.0912,81.8855,82.3945,81.8048,0,0.067921,0.006624,1.957572,0.15877,0.242055,0.016253,0.402276,0.049023,0.018858,12.7057,68.7151,81.4208,3.5014
12,0.00824899,83.0923,82.8603,83.206,82.8298,0,0.06181,0.006306,1.818246,0.127542,0.236683,0.017682,0.351278,0.046072,0.034355,10.9302,71.7514,82.6816,2.9626
13,0.00794099,83.2592,83.0027,83.3068,82.9913,1,0.066432,0.005067,1.987847,0.103784,0.238522,0.023403,0.30776,0.03473,0.015319,14.5251,68.7151,83.2402,4.2464
14,0.00761488,84.3159,84.0293,84.2892,84.0589,0,0.067658,0.007558,2.031709,0.221608,0.245766,0.034258,0.308048,0.033035,-0.009747,13.4945,71.7514,85.2459,3.8046
15,0.00727268,84.7052,84.4094,84.6406,84.4731,0,0.067248,0.008487,1.995065,0.205167,0.243328,0.02574,0.304677,0.030423,-0.002501,6.5549,73.3333,79.8883,2.0834
16,0.0069165,84.9277,84.7651,85.0027,84.7571,0,0.066304,0.007106,2.005604,0.197532,0.245229,0.026306,0.236663,0.023064,-0.002016,12.8492,72.067,84.9162,3.3828
17,0.00654854,86.0957,85.8863,86.2357,85.9051,0,0.069108,0.008535,2.092321,0.225635,0.250111,0.032753,0.239691,0.020856,-0.007138,10.5815,71.1864,81.768,3.2845
18,0.00617106,85.5395,85.3389,85.5884,85.3477,0,0.06494,0.005773,1.975408,0.177627,0.233255,0.016979,0.217367,0.019174,0.011085,11.8737,71.1864,83.0601,3.9859
19,0.00578639,85.9844,85.7928,86.1165,85.7576,0,0.068685,0.009017,2.059148,0.229533,0.227539,0.024404,0.252983,0.017098,-0.020401,8.6387,76.8362,85.4749,2.3538
20,0.0053969,87.2636,87.1468,87.4325,87.1115,0,0.066411,0.009606,1.981179,0.309235,0.241922,0.018352,0.213829,0.017029,0.039696,8.1998,74.8603,83.0601,2.0948
21,0.005005,86.4294,86.2509,86.618,86.2315,0,0.067384,0.010665,1.987857,0.28903,0.230161,0.025575,0.219942,0.015924,-0.020959,11.7318,72.6257,84.3575,3.9191
22,0.0046131,86.7075,86.5668,86.9787,86.5108,0,0.066175,0.010677,1.945016,0.29946,0.226314,0.018509,0.216495,0.017692,-0.02022,12.6202,72.6257,85.2459,3.5166
23,0.00422361,86.2069,86.0086,86.2008,85.9755,0,0.061523,0.00811,1.857019,0.277429,0.21293,0.02373,0.217871,0.016529,0.015642,8.3799,77.095,85.4749,2.474
24,0.00383894,86.9299,86.7537,86.9802,86.7136,0,0.069482,0.006506,2.086779,0.187188,0.210595,0.01927,0.222595,0.012186,-0.026771,6.5574,75.9563,82.5137,2.0912
25,0.00346146,87.5417,87.3952,87.631,87.3406,0,0.064494,0.010164,1.898976,0.325825,0.215445,0.015837,0.235761,0.024625,0.01125,10.6141,76.2712,86.8852,2.6549
26,0.0030935,87.2636,87.144,87.4258,87.0892,0,0.062756,0.007157,1.842848,0.234117,0.197187,0.011902,0.235424,0.01833,0.055847,6.1111,78.8889,85.0,2.2256
27,0.00273732,87.5973,87.4622,87.7734,87.4228,0,0.069083,0.011556,2.050334,0.360122,0.205514,0.033969,0.210527,0.015273,-0.022286,8.08,76.8362,84.9162,2.2456
28,0.00239512,87.7086,87.5536,87.6883,87.5282,0,0.062248,0.00981,1.805241,0.335998,0.189869,0.013983,0.246333,0.017306,-0.006003,11.6329,78.5311,90.1639,3.1602
29,0.00206901,87.931,87.7937,87.9916,87.7571,0,0.063835,0.010265,1.848741,0.350452,0.194947,0.030273,0.22177,0.013007,-0.019628,14.4762,75.1412,89.6175,3.907
30,0.00176101,87.7086,87.5561,87.8025,87.5013,0,0.063633,0.009869,1.863129,0.312308,0.189836,0.032244,0.240208,0.01723,-0.030112,9.4841,77.4011,86.8852,2.5736
31,0.001473,87.8754,87.7779,87.895,87.736,0,0.073406,0.014682,2.11702,0.43406,0.209417,0.048976,0.207865,0.013613,-0.00963,20.3071,70.9497,91.2568,5.7123
32,0.00120677,88.2091,88.0733,88.2717,88.0175,0,0.058793,0.009636,1.677199,0.327342,0.187495,0.012451,0.2428,0.02395,0.093218,9.9935,78.5311,88.5246,2.9302
33,0.00096396,88.5984,88.4614,88.6183,88.4297,0,0.059005,0.010153,1.676796,0.327442,0.169481,0.03138,0.265705,0.019967,0.005625,8.9191,77.9661,86.8852,3.0787
34,0.00074606,88.2091,88.0924,88.2579,88.027,0,0.060896,0.015099,1.71168,0.518539,0.176825,0.04146,0.276197,0.022029,-0.013552,12.4859,78.7709,91.2568,4.2101
35,0.00055442,88.0979,87.9839,88.075,87.953,0,0.066494,0.016652,1.886471,0.604785,0.180639,0.030088,0.229887,0.021625,0.017272,13.2565,75.1412,88.3978,3.3097
36,0.00039022,88.376,88.2026,88.3648,88.1743,0,0.055818,0.008701,1.522606,0.330773,0.144264,0.024591,0.307929,0.03076,0.033262,10.1273,77.095,87.2222,2.884
37,0.00025447,89.4327,89.3162,89.443,89.3026,0,0.059598,0.013909,1.643262,0.489149,0.154954,0.023867,0.290682,0.026367,0.001859,7.4226,80.5556,87.9781,2.4441
38,0.00014801,88.9321,88.8204,88.9488,88.8002,0,0.058522,0.008708,1.620047,0.354074,0.148619,0.028772,0.304592,0.024527,0.000644,11.8579,76.6667,88.5246,4.0218
39,7.15e-05,88.6541,88.5549,88.6133,88.5451,0,0.054474,0.016128,1.41181,0.555675,0.140274,0.04172,0.376966,0.039666,0.022813,10.3861,79.558,89.9441,3.3095
40,2.54e-05,89.2659,89.1877,89.2825,89.1583,0,0.055613,0.013118,1.520665,0.482149,0.143235,0.040509,0.31331,0.030469,-0.006651,7.4317,80.0,87.4317,2.1313
