round,lr,global_acc,global_f1,global_precision,global_recall,convergence_flag,drift_norm_mean,drift_norm_std,drift_feature_mean,drift_feature_std,drift_head_mean,drift_head_std,interference_norm,interference_feature,interference_head,fairness_gap,client_acc_min,client_acc_max,client_acc_std
1,0.01,36.3029,24.769,18.8784,36.5619,0,0.063221,0.04818,3.491392,2.333998,0.626476,0.415864,0.115037,-0.02894,-0.043946,100.0,0.0,100.0,37.7636
2,0.0099846,25.0557,10.0178,6.2639,25.0,0,0.07896,0.060131,1.339505,1.059895,1.109404,0.926749,0.228192,0.119227,0.098182,71.4286,28.5714,100.0,29.6794
3,0.0099385,24.9443,9.9822,6.2361,25.0,0,0.080802,0.076031,1.213761,1.152378,1.095305,1.194093,0.390052,0.126781,0.115328,100.0,0.0,100.0,37.8756
4,0.00986199,24.9443,9.9822,6.2361,25.0,0,0.201393,0.306513,4.35924,8.472318,1.494841,1.267676,0.228487,0.112842,0.117372,96.5517,3.4483,100.0,33.0459
5,0.00975553,25.2784,10.0889,6.3196,25.0,0,0.226916,0.176234,5.952908,8.108562,1.27206,1.070596,0.20227,-0.024707,0.001511,70.5882,29.4118,100.0,21.6169
6,0.00961978,15.9243,10.233,9.026,15.9043,0,0.404816,0.879275,9.096891,25.136988,1.53228,1.345313,0.268961,0.178901,0.165439,100.0,0.0,100.0,40.377
7,0.00945558,25.2784,10.0889,6.3196,25.0,0,0.771962,1.939435,5.441738,11.058821,0.790929,0.490303,0.177851,0.053309,-0.016087,100.0,0.0,100.0,37.7636
8,0.00926394,24.9443,9.9822,6.2361,25.0,0,0.125714,0.085933,1.454811,1.050657,1.275118,1.087136,0.381329,0.322996,0.238861,100.0,0.0,100.0,40.377
9,0.00904604,25.2784,10.0889,6.3196,25.0,0,0.216499,0.28355,0.773159,0.862528,1.402664,1.591156,0.274317,0.181032,0.094148,70.5882,29.4118,100.0,21.6169
10,0.00880323,24.7216,9.9107,6.1804,25.0,0,0.198652,0.186922,0.671626,0.540994,1.651908,1.500499,0.416883,0.236004,0.381195,100.0,0.0,100.0,41.9235
11,0.008537,25.2784,10.0889,6.3196,25.0,0,0.340873,0.452672,0.790409,0.817675,1.596561,1.867694,0.261703,0.157171,0.112807,100.0,0.0,100.0,41.9235
12,0.00824899,24.7216,9.9107,6.1804,25.0,0,0.237759,0.182528,0.700308,0.545568,1.515407,1.38692,0.473051,0.231737,0.247367,100.0,0.0,100.0,40.377
13,0.00794099,25.2784,10.0889,6.3196,25.0,0,0.372411,0.448101,0.840403,0.797725,1.311288,1.302981,0.209251,0.194443,0.094416,100.0,0.0,100.0,40.377
14,0.00761488,24.9443,9.9822,6.2361,25.0,0,0.115632,0.078134,0.787383,0.660053,1.111124,0.978283,0.285899,0.244222,0.104182,100.0,0.0,100.0,40.377
15,0.00727268,25.2784,10.0889,6.3196,25.0,0,0.233174,0.307027,0.726751,0.541413,0.947479,0.81726,0.139036,0.126048,0.032716,70.5882,29.4118,100.0,21.6169
16,0.0069165,24.9443,9.9822,6.2361,25.0,0,0.152553,0.128733,0.7162,0.609884,0.824833,0.621001,0.146585,0.041273,0.002437,100.0,0.0,100.0,40.377
17,0.00654854,24.7216,9.9107,6.1804,25.0,0,0.143908,0.122036,0.801175,0.553438,0.784179,0.616643,0.089266,0.141534,0.015204,70.5882,29.4118,100.0,21.6169
18,0.00617106,24.9443,9.9822,6.2361,25.0,0,0.109843,0.099729,0.73069,0.714766,0.747331,0.578688,-0.015767,-0.021727,-0.056684,100.0,0.0,100.0,40.377
19,0.00578639,24.7216,9.9107,6.1804,25.0,0,0.159622,0.114488,1.05018,0.784282,0.96092,0.679667,0.206485,0.266464,0.100185,70.5882,29.4118,100.0,21.6169
20,0.0053969,25.2784,10.0889,6.3196,25.0,0,0.147019,0.170194,0.689596,0.583725,1.012765,1.020746,-0.017564,0.084359,-0.05575,100.0,0.0,100.0,40.377
21,0.005005,24.7216,9.9107,6.1804,25.0,0,0.199658,0.147473,0.629115,0.573831,0.982348,0.7648,0.147538,0.173791,0.082823,100.0,0.0,100.0,44.0413
22,0.0046131,25.2784,10.0889,6.3196,25.0,0,0.25755,0.212876,0.682305,0.529256,0.935293,0.754718,-0.039381,0.061742,-0.014186,100.0,0.0,100.0,40.377
23,0.00422361,24.7216,9.9107,6.1804,25.0,0,0.153274,0.149196,0.544256,0.491249,0.917775,0.745398,0.03135,0.137134,0.033609,100.0,0.0,100.0,40.377
24,0.00383894,25.2784,10.0889,6.3196,25.0,0,0.262733,0.226427,0.612345,0.447868,1.017199,0.80396,0.033512,0.135037,0.019471,100.0,0.0,100.0,40.377
25,0.00346146,29.1203,18.4745,13.5877,29.3879,0,0.127273,0.137499,0.533138,0.507722,0.879793,0.691342,0.020881,0.121616,-0.001288,100.0,0.0,100.0,40.377
26,0.0030935,25.2784,10.0889,6.3196,25.0,0,0.207661,0.173172,0.620881,0.441658,0.931865,0.763823,0.185763,0.131692,0.01028,100.0,0.0,100.0,38.1077
27,0.00273732,28.6748,17.4889,12.7831,28.9505,0,0.139197,0.133259,0.672289,0.605358,0.771018,0.549373,-0.004826,0.101636,-0.023075,100.0,0.0,100.0,40.377
28,0.00239512,25.2784,10.0889,6.3196,25.0,0,0.168407,0.15444,0.795533,0.718806,0.767834,0.690261,0.142087,0.110852,-0.019987,100.0,0.0,100.0,38.1077
29,0.00206901,24.7216,9.9107,6.1804,25.0,0,0.177065,0.151456,0.567664,0.501705,0.892382,0.701758,0.130498,0.213761,0.019183,100.0,0.0,100.0,38.1945
30,0.00176101,24.9443,9.9822,6.2361,25.0,0,0.153901,0.157807,0.493278,0.494921,0.874553,0.65695,0.122778,0.125478,-0.068093,100.0,0.0,100.0,40.377
31,0.001473,24.7216,9.9107,6.1804,25.0,0,0.187458,0.134996,0.617835,0.473617,0.860378,0.595587,0.218563,0.268519,-0.000639,70.5882,29.4118,100.0,21.6169
32,0.00120677,24.9443,9.9822,6.2361,25.0,0,0.140947,0.197303,0.529485,0.60018,0.892699,0.677743,7.7e-05,0.025879,-0.081017,100.0,0.0,100.0,40.377
33,0.00096396,24.7216,9.9107,6.1804,25.0,0,0.289907,0.179079,0.808682,0.561002,1.050959,0.770102,0.268701,0.341363,0.088037,70.5882,29.4118,100.0,21.6169
34,0.00074606,24.9443,9.9822,6.2361,25.0,0,0.150803,0.217294,0.54276,0.582884,1.051861,0.952962,-0.007791,0.038099,-0.065699,100.0,0.0,100.0,40.377
35,0.00055442,24.7216,9.9107,6.1804,25.0,0,0.258301,0.161115,0.534469,0.386878,1.004888,0.751695,0.134235,0.256114,0.079038,70.5882,29.4118,100.0,21.6169
36,0.00039022,24.9443,9.9822,6.2361,25.0,0,0.216587,0.199612,0.441395,0.448549,0.938463,0.737554,-0.073843,0.03569,-0.066487,100.0,0.0,100.0,40.377
37,0.00025447,24.7216,9.9107,6.1804,25.0,0,0.317165,0.223881,0.526421,0.375678,0.962029,0.677803,0.051728,0.237733,0.056803,70.5882,29.4118,100.0,21.6169
38,0.00014801,24.9443,9.9822,6.2361,25.0,0,0.258225,0.226445,0.435516,0.439892,0.889748,0.698551,-0.07023,0.05119,-0.067213,100.0,0.0,100.0,40.377
39,7.15e-05,25.2784,10.0889,6.3196,25.0,0,0.369298,0.275578,0.536414,0.379533,0.968589,0.666978,0.021826,0.216688,0.059179,70.5882,29.4118,100.0,21.6169
40,2.54e-05,24.9443,9.9822,6.2361,25.0,0,0.271242,0.233284,0.460476,0.443636,0.849291,0.692266,-0.044574,0.066169,-0.063958,100.0,0.0,100.0,40.377
