round,lr,global_acc,global_f1,global_precision,global_recall,convergence_flag,drift_norm_mean,drift_norm_std,drift_feature_mean,drift_feature_std,drift_head_mean,drift_head_std,interference_norm,interference_feature,interference_head,fairness_gap,client_acc_min,client_acc_max,client_acc_std
1,0.01,24.3183,9.7807,6.0796,25.0,0,0.530023,0.123373,7.755972,1.252896,1.066302,0.187588,0.085592,-0.001441,0.061406,45.2381,33.3333,78.5714,14.3785
2,0.0099846,25.8208,10.2609,6.4552,25.0,0,0.479388,0.14251,6.00452,1.182101,0.948402,0.174562,0.114796,0.012829,0.014676,58.0776,28.7356,86.8132,16.3503
3,0.0099385,26.9338,15.4741,11.2121,27.0553,0,0.418219,0.143981,4.892472,1.180018,0.872981,0.149208,0.171423,0.025775,0.002659,76.2371,11.9497,88.1868,24.0905
4,0.00986199,26.266,13.435,11.4376,26.4466,0,0.356993,0.119929,4.030465,1.044586,0.804119,0.133354,0.203023,0.035311,0.010491,48.6229,35.443,84.0659,13.2907
5,0.00975553,39.399,32.3624,55.9674,39.8042,0,0.327795,0.10086,3.587251,0.883705,0.753392,0.12507,0.229274,0.036129,0.019053,40.0758,42.4242,82.5,12.1256
6,0.00961978,59.5993,58.0329,67.2759,59.9584,0,0.32153,0.107281,3.348868,0.901568,0.722777,0.145569,0.22581,0.033947,-0.002597,50.4872,39.6226,90.1099,12.9358
7,0.00945558,62.5487,60.6052,68.09,63.0554,0,0.298285,0.094766,3.021324,0.7832,0.678942,0.126833,0.243895,0.035812,-0.019826,19.4312,72.327,91.7582,5.6629
8,0.00926394,74.2348,74.1498,77.6017,74.5048,0,0.285336,0.089824,2.78637,0.733449,0.66397,0.13512,0.228308,0.030592,-0.003367,24.5005,67.5325,92.033,7.492
9,0.00904604,77.1285,76.9572,79.4867,77.3706,0,0.277554,0.088346,2.682735,0.660252,0.611613,0.144814,0.224858,0.023719,-0.027264,32.3924,58.0838,90.4762,9.9591
10,0.00880323,82.5821,82.7817,84.5074,82.6675,0,0.284622,0.091592,2.733077,0.699008,0.590236,0.138783,0.210307,0.019821,-0.031605,25.1089,69.3966,94.5055,6.9314
11,0.008537,85.3645,85.5208,86.434,85.4324,0,0.283548,0.089471,2.660556,0.688731,0.599246,0.168705,0.200678,0.017214,-0.028245,17.4261,75.431,92.8571,5.4475
12,0.00824899,86.1436,86.2778,87.4491,86.1733,0,0.282837,0.083944,2.619234,0.65891,0.563861,0.153411,0.206466,0.014628,-0.043403,11.5661,82.3899,93.956,3.6975
13,0.00794099,88.3695,88.5142,89.1562,88.419,0,0.269932,0.085818,2.484998,0.664459,0.533198,0.149181,0.213419,0.012406,-0.040396,10.0862,84.9138,95.0,3.1526
14,0.00761488,89.0373,89.1802,89.8352,89.0789,1,0.268279,0.075989,2.412576,0.564318,0.544278,0.1796,0.207336,0.013455,-0.036146,12.0216,82.7586,94.7802,3.6347
15,0.00727268,89.6494,89.8362,90.5944,89.6586,0,0.273249,0.086722,2.459858,0.65973,0.508524,0.150873,0.194616,0.009206,-0.066086,18.5776,80.1724,98.75,4.4367
16,0.0069165,91.5971,91.686,92.128,91.5954,0,0.249205,0.077209,2.196196,0.592353,0.492917,0.160908,0.239942,0.011852,-0.038433,12.8427,83.9827,96.8254,4.5251
17,0.00654854,91.7641,91.8411,92.3099,91.7752,0,0.262299,0.074069,2.355034,0.556848,0.477917,0.172436,0.205804,0.01006,-0.048155,18.2403,80.1724,98.4127,5.8152
18,0.00617106,92.2092,92.2825,92.8606,92.2079,0,0.250166,0.076306,2.1838,0.607065,0.469316,0.170012,0.227182,0.013192,-0.046125,19.8276,80.1724,100.0,4.9558
19,0.00578639,92.3205,92.3581,93.2309,92.2832,0,0.248377,0.071498,2.129172,0.492155,0.436628,0.1632,0.222375,0.007419,-0.050621,24.2748,74.1379,98.4127,6.2879
20,0.0053969,93.3779,93.4352,93.8879,93.3682,0,0.258972,0.058641,2.191946,0.475501,0.42649,0.151425,0.210504,0.006859,-0.044854,15.7311,83.0189,98.75,4.6276
21,0.005005,92.9883,93.0548,93.7265,92.9624,0,0.247957,0.069649,2.119432,0.408067,0.384559,0.122429,0.217547,0.006848,-0.052552,19.9138,77.5862,97.5,4.8548
22,0.0046131,93.3779,93.4051,93.7223,93.3973,0,0.251433,0.069934,2.21099,0.449247,0.399189,0.131683,0.219513,0.010073,-0.035412,6.6379,88.3621,95.0,2.2302
23,0.00422361,94.1013,94.1209,94.418,94.1087,0,0.231054,0.065853,1.893851,0.471609,0.369117,0.151154,0.252017,0.009227,-0.048409,8.8092,89.9408,98.75,2.662
24,0.00383894,94.1013,94.1162,94.5134,94.0972,0,0.242741,0.066478,1.997958,0.589574,0.349829,0.115785,0.243472,0.009557,-0.052543,15.0862,84.9138,100.0,4.2548
25,0.00346146,92.877,92.9437,93.6079,92.8636,0,0.245904,0.084565,2.08314,0.726789,0.346946,0.11655,0.239998,0.007538,-0.052447,15.0862,84.9138,100.0,3.8771
26,0.0030935,94.4908,94.4992,94.8712,94.4778,0,0.239213,0.080176,1.997688,0.772291,0.336066,0.153169,0.257385,0.011309,-0.057087,18.5276,79.8851,98.4127,5.2154
27,0.00273732,94.3239,94.3553,94.9147,94.2959,0,0.221463,0.055505,1.760874,0.362462,0.312182,0.134724,0.279108,0.014683,-0.0407,8.3225,89.1775,97.5,3.0618
28,0.00239512,94.1569,94.1781,94.7504,94.133,0,0.226278,0.058371,1.823308,0.511196,0.303628,0.110184,0.264104,0.009441,-0.033922,10.1459,87.931,98.0769,2.6667
29,0.00206901,94.8247,94.836,95.0649,94.8287,0,0.214863,0.062101,1.664744,0.417691,0.263963,0.100956,0.296273,0.012013,-0.034727,5.7251,91.7749,97.5,1.9774
30,0.00176101,94.4908,94.5175,94.9569,94.4718,0,0.22747,0.065612,1.8343,0.427606,0.266028,0.100937,0.257153,0.00919,-0.055853,8.6207,91.3793,100.0,2.8321
31,0.001473,94.9917,94.9973,95.2717,94.987,0,0.207848,0.051981,1.537787,0.278723,0.248928,0.096053,0.318013,0.017401,-0.020088,11.737,87.013,98.75,3.4997
32,0.00120677,95.0473,95.0539,95.3598,95.0343,0,0.227318,0.069243,1.763005,0.693355,0.249223,0.116514,0.277253,0.010595,-0.038224,14.3678,85.6322,100.0,4.6206
33,0.00096396,94.9917,95.0042,95.2705,94.9783,0,0.217829,0.053858,1.716114,0.415145,0.246508,0.109137,0.284852,0.011815,-0.047455,7.4567,90.0433,97.5,2.5853
34,0.00074606,95.0473,95.0512,95.3396,95.0294,0,0.201048,0.051466,1.486228,0.392081,0.217982,0.094886,0.339306,0.013679,-0.026996,9.5238,90.4762,100.0,3.5164
35,0.00055442,94.4908,94.5028,94.9886,94.4654,0,0.228762,0.086078,1.771625,0.810861,0.210854,0.094211,0.286019,0.012849,-0.033549,11.6864,86.3905,98.0769,3.642
