round,lr,global_acc,global_f1,global_precision,global_recall,convergence_flag,drift_norm_mean,drift_norm_std,drift_feature_mean,drift_feature_std,drift_head_mean,drift_head_std,interference_norm,interference_feature,interference_head,fairness_gap,client_acc_min,client_acc_max,client_acc_std
1,0.01,23.8307,10.9316,8.4963,24.3105,0,0.191279,0.086675,1.962086,0.347126,0.903662,0.135586,0.48514,0.033333,0.037679,55.9101,36.2832,92.1933,18.322
2,0.0099846,24.2762,9.767,6.069,25.0,0,0.17554,0.096393,1.438705,0.603297,0.854322,0.281239,0.570937,0.055406,-0.032599,47.001,45.1923,92.1933,15.6359
3,0.0099385,24.7773,9.9286,6.1943,25.0,0,0.178341,0.077374,1.529217,0.472185,0.951493,0.170301,0.627513,0.29437,0.118791,41.0904,51.1029,92.1933,14.4366
4,0.00986199,37.1381,25.4972,23.3528,37.1344,0,0.188151,0.119147,1.397426,0.668086,0.870142,0.354217,0.552337,0.103544,-0.050398,41.2318,50.9615,92.1933,14.437
5,0.00975553,38.029,27.459,28.2064,37.7392,0,0.208637,0.069456,1.437466,0.542305,0.98231,0.192396,0.452367,0.161283,0.112932,40.2702,51.9231,92.1933,12.4077
6,0.00961978,49.5546,41.7597,40.0378,49.3637,0,0.183664,0.089249,1.246293,0.641899,0.795094,0.294971,0.431608,0.104595,-0.030706,33.6502,60.177,93.8272,11.6146
7,0.00945558,44.4321,37.3465,54.6974,43.895,0,0.190584,0.069282,1.301805,0.444746,0.775015,0.132703,0.495043,0.166051,0.03637,33.9031,59.6154,93.5185,11.2408
8,0.00926394,57.1269,49.4731,51.3663,56.9563,0,0.176285,0.084383,1.143544,0.508765,0.640156,0.186359,0.472928,0.073922,-0.029473,32.0163,60.177,92.1933,11.2825
9,0.00904604,54.4543,53.0662,54.1537,54.0393,0,0.193824,0.061293,1.186575,0.350531,0.683909,0.118265,0.456636,0.127806,-0.008979,34.5761,60.177,94.7531,11.4417
10,0.00880323,60.078,52.6666,58.0869,59.7645,0,0.181452,0.077144,1.103972,0.425077,0.592251,0.143112,0.436765,0.062452,-0.051229,32.8137,60.177,92.9907,11.3856
11,0.008537,60.245,57.3237,57.3258,59.9787,0,0.195159,0.072073,1.151401,0.388185,0.586632,0.1225,0.411526,0.086613,-0.02111,32.9497,59.6154,92.5651,11.7899
12,0.00824899,61.8597,54.816,57.3178,61.5383,0,0.185988,0.078297,1.11622,0.468589,0.544839,0.126631,0.411331,0.041895,-0.04751,36.6546,58.4071,95.0617,11.4458
13,0.00794099,60.6347,57.5538,58.123,60.4125,0,0.195925,0.075981,1.187476,0.426573,0.55681,0.120411,0.398374,0.078826,-0.030208,33.6502,60.177,93.8272,10.8882
14,0.00761488,64.0312,59.0836,60.849,63.7086,0,0.192958,0.074899,1.132088,0.431545,0.546738,0.130383,0.402874,0.070159,-0.053148,36.346,58.4071,94.7531,11.4504
15,0.00727268,64.3653,60.8997,62.0309,64.1127,0,0.190789,0.075975,1.156112,0.40019,0.529591,0.124574,0.399066,0.055477,-0.039738,33.7321,61.9469,95.679,11.0155
16,0.0069165,64.6437,60.8885,60.5388,64.2575,0,0.198815,0.075653,1.222948,0.428536,0.518039,0.152715,0.351897,0.037262,-0.052887,36.1193,60.177,96.2963,11.4959
17,0.00654854,65.0891,61.2663,62.9898,64.8003,0,0.191466,0.077285,1.210427,0.403269,0.497403,0.125366,0.391194,0.042788,-0.047088,32.8137,60.177,92.9907,11.7663
18,0.00617106,64.4209,60.0473,59.8885,64.0727,0,0.191515,0.076959,1.189666,0.405257,0.509262,0.145436,0.365057,0.029666,-0.044552,34.325,59.292,93.617,10.8967
19,0.00578639,65.8686,62.9988,63.3308,65.5655,0,0.208784,0.077369,1.349921,0.446737,0.500084,0.144351,0.337272,0.03259,-0.039314,39.9925,55.7522,95.7447,12.1977
20,0.0053969,66.314,63.3474,63.5108,65.9883,0,0.195135,0.072691,1.252418,0.438462,0.5115,0.131286,0.367159,0.047312,-0.055048,36.387,59.292,95.679,11.3254
21,0.005005,66.0913,62.3414,63.0142,65.8389,0,0.193982,0.076265,1.214397,0.400638,0.486555,0.143324,0.354981,0.032447,-0.053519,34.2675,60.177,94.4444,11.8791
22,0.0046131,66.9265,64.2125,64.3417,66.6239,0,0.202448,0.082155,1.336856,0.473954,0.480027,0.14795,0.338307,0.030233,-0.050681,31.9212,62.8319,94.7531,11.0868
23,0.00422361,67.3163,64.1447,64.5621,67.0052,0,0.199004,0.07429,1.276993,0.422159,0.471646,0.141672,0.369601,0.039261,-0.051542,37.0043,59.292,96.2963,11.6251
24,0.00383894,68.2628,65.9349,66.5957,68.0139,0,0.198949,0.06853,1.260328,0.344844,0.476915,0.143295,0.325172,0.025319,-0.048181,44.6602,51.3274,95.9877,13.4515
25,0.00346146,68.8753,66.4424,66.6672,68.5889,0,0.207201,0.084427,1.348044,0.425622,0.461519,0.137319,0.317356,0.028395,-0.04136,35.2343,61.0619,96.2963,12.7222
26,0.0030935,69.8218,67.9445,68.5383,69.5533,0,0.202773,0.069997,1.29617,0.383244,0.45766,0.145701,0.339711,0.026192,-0.043614,37.3376,58.4071,95.7447,11.7615
27,0.00273732,70.3229,67.7396,68.4668,70.0476,0,0.204513,0.073632,1.39502,0.388747,0.447552,0.127,0.313516,0.016371,-0.038352,39.1238,58.4071,97.5309,12.7826
28,0.00239512,71.4922,70.2224,70.3517,71.2047,0,0.20999,0.063971,1.398595,0.340578,0.455696,0.1459,0.314763,0.027483,-0.048095,35.0405,62.8319,97.8723,12.345
29,0.00206901,71.3252,69.2694,69.6119,71.0746,0,0.214515,0.070181,1.490348,0.402759,0.437557,0.115426,0.290238,0.023496,-0.04589,40.5197,53.0973,93.617,12.441
30,0.00176101,72.049,70.8652,71.0865,71.7666,0,0.218722,0.062781,1.592906,0.379019,0.424765,0.126089,0.284357,0.030348,-0.046764,48.241,48.6726,96.9136,14.6947
31,0.001473,72.3274,71.2535,71.6621,72.1336,0,0.223068,0.073976,1.613829,0.434922,0.418828,0.129583,0.244739,0.007474,-0.054213,34.3644,62.8319,97.1963,11.4637
32,0.00120677,73.441,72.2267,72.1891,73.2003,0,0.223919,0.067467,1.626569,0.365495,0.407537,0.100606,0.262914,0.023406,-0.049028,30.8096,65.4867,96.2963,11.8025
33,0.00096396,73.3853,72.2393,72.5268,73.1467,0,0.233056,0.064817,1.755481,0.449208,0.396042,0.103974,0.253229,0.014605,-0.044699,35.1997,61.0619,96.2617,12.571
34,0.00074606,74.4432,73.1959,73.514,74.2283,0,0.225657,0.064407,1.723984,0.454772,0.377661,0.09685,0.267918,0.016856,-0.027373,37.6953,60.177,97.8723,12.0112
35,0.00055442,77.3385,76.7503,76.579,77.1074,0,0.225536,0.059099,1.759464,0.412828,0.369771,0.099709,0.254724,0.019145,-0.043026,34.6827,61.0619,95.7447,11.2152
36,0.00039022,75.8909,74.5645,75.5127,75.6621,0,0.22635,0.059353,1.72798,0.460759,0.359167,0.087163,0.255775,0.013521,-0.028221,31.4269,65.4867,96.9136,10.6711
37,0.00025447,77.6169,76.9698,76.8132,77.3803,0,0.244648,0.068908,1.958356,0.477556,0.34109,0.098648,0.225435,0.015473,-0.02652,32.2708,63.7168,95.9877,10.2073
38,0.00014801,75.7795,74.4921,75.0829,75.5861,0,0.240521,0.075076,1.941294,0.571097,0.3229,0.085632,0.220825,0.013301,-0.054258,30.8096,65.4867,96.2963,10.0511
39,7.15e-05,78.0624,77.5988,77.4919,77.8043,0,0.242329,0.060392,1.858721,0.438737,0.343221,0.102611,0.232885,0.020044,-0.012944,37.0193,60.177,97.1963,11.1816
40,2.54e-05,79.7884,79.2429,79.1319,79.5811,0,0.241641,0.057475,1.943204,0.511999,0.297825,0.081642,0.242381,0.010587,-0.043273,29.6569,67.2566,96.9136,9.2133
