round,lr,global_acc,global_f1,global_precision,global_recall,convergence_flag,drift_norm_mean,drift_norm_std,drift_feature_mean,drift_feature_std,drift_head_mean,drift_head_std,interference_norm,interference_feature,interference_head,fairness_gap,client_acc_min,client_acc_max,client_acc_std
1,0.01,26.4477,10.4579,6.6119,25.0,0,0.003676,0.000141,0.062845,0.002294,0.024506,0.006915,0.400822,0.008821,0.1421,65.625,0.0,65.625,23.3903
2,0.0099846,26.4477,10.4579,6.6119,25.0,0,0.003905,0.000228,0.063371,0.00238,0.02259,0.00572,0.480292,0.013858,0.144404,65.625,0.0,65.625,23.3903
3,0.0099385,26.4477,10.4579,6.6119,25.0,0,0.004114,0.000165,0.062578,0.0026,0.025065,0.009354,0.472455,0.011338,0.076856,65.625,0.0,65.625,26.4471
4,0.00986199,26.4477,10.4579,6.6119,25.0,0,0.004119,0.000227,0.062728,0.002196,0.023786,0.009237,0.46595,0.014376,0.004476,65.625,0.0,65.625,26.4471
5,0.00975553,24.7773,9.9286,6.1943,25.0,0,0.004113,0.000145,0.063059,0.001316,0.020271,0.006478,0.476189,0.022711,-0.011132,55.3191,0.0,55.3191,23.5823
6,0.00961978,24.7773,9.9286,6.1943,25.0,0,0.004223,0.000228,0.063349,0.002116,0.024648,0.011691,0.476752,0.013218,-0.009873,74.4,0.0,74.4,25.962
7,0.00945558,24.7773,9.9286,6.1943,25.0,0,0.00417,0.000187,0.06301,0.001029,0.022208,0.006072,0.475707,0.01465,-0.011671,74.4,0.0,74.4,25.962
8,0.00926394,24.7773,9.9286,6.1943,25.0,0,0.004223,0.00017,0.063118,0.001894,0.023422,0.006964,0.482286,0.010761,-0.021227,74.4,0.0,74.4,25.962
9,0.00904604,24.7773,9.9286,6.1943,25.0,0,0.004289,0.000197,0.062476,0.002137,0.024201,0.008809,0.470037,0.01139,-0.027123,74.4,0.0,74.4,25.962
10,0.00880323,24.7773,9.9286,6.1943,25.0,0,0.00424,0.000254,0.063419,0.002563,0.024474,0.011659,0.479115,0.007847,-0.028324,74.4,0.0,74.4,26.5716
11,0.008537,24.7773,9.9286,6.1943,25.0,0,0.004186,0.000181,0.063766,0.003244,0.022722,0.009356,0.486391,-0.002289,-0.010624,74.4,0.0,74.4,26.5716
12,0.00824899,24.7773,9.9286,6.1943,25.0,0,0.004296,0.000216,0.06298,0.003211,0.02471,0.012279,0.494755,0.01216,-0.022773,74.4,0.0,74.4,26.5716
13,0.00794099,24.7773,9.9286,6.1943,25.0,0,0.004209,0.000168,0.062661,0.001364,0.022164,0.008277,0.505233,0.018365,-0.023417,74.4,0.0,74.4,26.5716
14,0.00761488,24.833,10.0381,31.1978,25.0526,0,0.00433,0.000228,0.062924,0.001995,0.02256,0.007721,0.485386,0.012156,-0.022395,74.4,0.0,74.4,26.5716
15,0.00727268,25.2784,10.8984,31.2255,25.4737,0,0.004431,0.000212,0.062732,0.00279,0.025399,0.008623,0.495934,0.013495,-0.018966,74.4,0.0,74.4,26.6111
16,0.0069165,26.2249,12.6445,31.2889,26.3684,0,0.004432,0.000276,0.062028,0.001824,0.026755,0.013359,0.514479,0.011769,-0.004652,74.4,0.0,74.4,25.8503
17,0.00654854,28.4521,16.3857,31.056,28.4701,0,0.004542,0.000226,0.06246,0.003081,0.02588,0.012692,0.522041,0.010686,0.010194,75.2,0.0,75.2,25.7465
18,0.00617106,30.7906,19.7339,31.3564,30.6807,0,0.004467,0.00028,0.063578,0.001476,0.023017,0.009541,0.538741,0.01087,-0.028468,75.2,0.0,75.2,26.0409
19,0.00578639,32.6837,22.1826,31.038,32.463,0,0.004646,0.000362,0.061774,0.00236,0.026642,0.010537,0.544091,0.017595,-0.025632,74.4,0.0,74.4,24.8981
20,0.0053969,35.3563,25.2751,30.6721,34.9681,0,0.004772,0.00038,0.063515,0.003577,0.025802,0.012327,0.54422,0.009993,-0.028495,72.0,0.0,72.0,24.0941
21,0.005005,36.0802,25.9732,31.1448,35.6629,0,0.004808,0.000299,0.063921,0.00249,0.025375,0.010336,0.586661,0.031367,-0.025858,72.8,0.0,72.8,26.7155
22,0.0046131,36.637,26.5813,30.497,36.1679,0,0.00491,0.000347,0.063477,0.004026,0.026671,0.011767,0.607551,0.018399,-0.029429,72.3404,0.0,72.3404,26.4129
23,0.00422361,36.8597,26.7605,30.7294,36.3856,0,0.005058,0.000326,0.063211,0.002816,0.026019,0.011925,0.607603,0.024881,-0.031024,72.3404,0.0,72.3404,26.9152
24,0.00383894,37.2494,27.1352,30.8011,36.754,0,0.005175,0.000357,0.062979,0.001875,0.022234,0.007244,0.644855,0.03042,-0.028485,73.6,0.0,73.6,26.7026
25,0.00346146,37.6949,27.6301,29.5885,37.1289,0,0.005487,0.000443,0.063792,0.00262,0.025772,0.012184,0.648425,0.035537,-0.020051,72.3404,0.0,72.3404,26.3764
26,0.0030935,38.196,28.0297,29.7769,37.6097,0,0.005699,0.00063,0.063908,0.001717,0.024719,0.008456,0.702671,0.05991,-0.037911,72.1178,0.3086,72.4265,26.4513
27,0.00273732,38.6971,28.4619,29.8066,38.0798,0,0.006106,0.00081,0.065193,0.002554,0.023737,0.009802,0.760417,0.070457,0.004382,72.0318,0.3086,72.3404,26.5758
28,0.00239512,38.6971,28.4753,29.5832,38.0692,0,0.007236,0.00098,0.066041,0.002645,0.028514,0.010559,0.811236,0.104413,-0.016657,74.1594,0.3086,74.4681,26.752
29,0.00206901,38.4744,28.2658,29.8341,37.8729,0,0.008224,0.001428,0.066087,0.003588,0.024685,0.009961,0.864489,0.137726,-0.02548,72.3404,0.0,72.3404,26.1036
30,0.00176101,38.363,28.1857,29.5803,37.7569,0,0.010384,0.001613,0.068401,0.003975,0.026897,0.009625,0.903305,0.220799,0.005487,72.0318,0.3086,72.3404,26.5258
31,0.001473,38.0846,27.9565,29.4443,37.4902,0,0.013458,0.00188,0.072006,0.004561,0.025967,0.011285,0.947363,0.345982,0.069408,72.3404,0.0,72.3404,26.3417
32,0.00120677,37.8619,27.7572,29.3859,37.2797,0,0.019296,0.003791,0.082284,0.008791,0.027494,0.00794,0.975242,0.540876,0.095366,72.3404,0.0,72.3404,26.6847
33,0.00096396,38.029,27.8866,29.0663,37.427,0,0.027146,0.002638,0.095827,0.006488,0.026437,0.007932,0.991287,0.76659,0.243762,72.0318,0.3086,72.3404,25.867
