epoch,accuracy_test_before,macro_f1_test_before,macro_precision_test_before,macro_recall_test_before,accuracy_test_after,macro_f1_test_after,macro_precision_test_after,macro_recall_test_after
0,24.77728285077951,9.933035714285714,6.208147321428571,24.832589285714285,96.65924276169265,96.66582633208266,96.79547463002423,96.67250730907118
1,23.329621380846323,15.627498134049858,14.709999204854462,23.27080164848612,97.93986636971047,97.94623374701862,97.98421440902656,97.9512312619416
2,23.21826280623608,20.27592292059462,24.328377494189063,23.32220008121715,97.66146993318485,97.66572005970846,97.67842348567616,97.66955748818359
3,30.34521158129176,29.16756388869775,30.28961040357298,30.32127383834432,97.9955456570156,98.00916156954482,98.0887910443018,98.00528531599568
4,20.155902004454344,17.178306726436034,17.302938719805088,20.153281457590378,97.55011135857461,97.56217082364336,97.63982042825931,97.56029850846757
5,38.75278396436526,32.89294758231633,35.88616370542256,38.828258826400344,97.60579064587974,97.61808855953116,97.70661081144954,97.61536458776273
6,25.44543429844098,24.1450002895421,32.5687005795006,25.354322846682432,98.05122494432071,98.06243534108255,98.08291423955376,98.05421640567566
7,40.75723830734967,35.869282064221686,41.15762282201894,40.81116303528198,97.32739420935413,97.34370120797631,97.40254475921277,97.33026448018188
8,16.14699331848552,15.073100497342512,22.860311829798686,16.175393760264356,97.49443207126949,97.49736151654311,97.54985546398598,97.50997839406429
9,50.222717149220486,47.230661934912376,53.44709569808339,50.314697209796336,98.10690423162583,98.11651426297334,98.18662678940456,98.11612174635303
10,24.94432071269488,26.368744762418267,36.68707466304318,24.972030843382715,97.7728285077951,97.7838137388985,97.87807912807914,97.78425028631526
11,51.28062360801782,49.89223891780663,53.210801311783875,51.33566885797062,98.38530066815144,98.39129727125697,98.43679533064021,98.3966610667464
12,17.928730512249444,15.736648608052839,38.35190055655371,18.031775265668436,97.60579064587974,97.62186280796664,97.70930413171793,97.61438563524192
13,15.367483296213807,15.32908167956107,26.033350254490838,15.419156245216268,97.0489977728285,97.06202900793622,97.11204395393558,97.05247344378678
14,23.886414253897552,18.76856114201579,18.16692783569019,23.71659289087703,97.93986636971047,97.95253588164204,98.02301519990523,97.95021923670052
15,40.25612472160356,32.429475324547795,34.66329467655767,40.216527336020725,98.2739420935412,98.28844623528458,98.36394013959767,98.28031451448302
16,24.94432071269488,21.74050250852774,47.121496978974925,24.828051560843413,97.93986636971047,97.95817598443743,98.05600620818633,97.94874425243368
17,23.051224944320715,10.846010420727694,15.677619630223493,23.0999638030888,97.9955456570156,98.00012943243605,97.99825649029236,98.00358839015226
18,27.839643652561247,19.344222218316403,49.61634882263407,27.68022975973141,97.271714922049,97.28734001903419,97.37531812599653,97.27796664663404
19,21.603563474387528,9.756425100949452,24.437920010439093,21.655311561561565,97.55011135857461,97.55874074640751,97.68456339096487,97.55327023058301
20,28.84187082405345,18.973647004133,40.68917507831535,28.69922011572617,97.71714922048997,97.736822610911,97.83556449601294,97.72475925421959
21,37.1380846325167,26.327013683876416,38.77513000632767,37.41356282139597,98.10690423162583,98.11120287694173,98.1711293793416,98.11885021624835
22,27.060133630289535,18.467285420414218,32.03606588299287,26.915327162436192,97.38307349665925,97.39708953890509,97.46294637640395,97.38685857821321
23,38.19599109131403,28.437006456111785,47.017508485398395,38.50298930144746,97.49443207126949,97.50175843268661,97.56893141811213,97.50116097059929
24,32.01559020044543,24.26313894725853,25.606916092172238,31.89768446073512,97.43875278396436,97.45684124679387,97.49592805920972,97.44185851206775
25,28.953229398663698,17.769388712469155,50.04237433161735,28.950509892759342,96.65924276169265,96.6942180850513,96.9186046511628,96.65866011543325
26,18.76391982182628,11.561233613500251,20.99049847211612,18.767440869519614,97.7728285077951,97.77797477156699,97.81389914726441,97.78525560842466
27,31.792873051224944,20.232668746579147,17.950172284558256,31.833105131563283,97.38307349665925,97.39177506201871,97.4193798136269,97.38104770125695
28,29.78841870824053,20.54959559218503,17.590753226332914,29.713312224669604,98.2739420935412,98.28519123006022,98.3544972647255,98.28304298437833
29,27.561247216035632,14.889391564548305,11.64644206139018,27.539039039039036,97.49443207126949,97.5045106999339,97.53831918985574,97.49933889994462
30,32.79510022271715,22.1774446651749,16.802866710278316,32.63525605726873,97.82850779510022,97.83915237292274,97.85386671952901,97.83296628519646
31,25.72383073496659,12.871921100427821,43.489015037379005,25.67544077077392,97.49443207126949,97.50682410695933,97.61110338268706,97.50201448301668
32,30.62360801781737,24.41128142171444,32.96395739994871,30.789902384684876,97.49443207126949,97.5061050243971,97.53116333381988,97.49913706776316
33,23.329621380846323,11.971385757454927,13.301014577604823,23.276844861302457,97.88418708240535,97.89374539311919,97.94332212254304,97.88649808556195
34,27.95100222717149,16.45961950047414,32.529925029925025,28.20164381459811,97.49443207126949,97.48946157867152,97.55114027200058,97.51218431497892
35,23.997772828507795,13.817472701336966,35.640614727153185,23.95660377770785,96.10244988864143,96.10184363391633,96.22851288165589,96.09009038538223
36,26.78173719376392,15.500160244672509,36.49764646361717,27.002450599986393,96.93763919821826,96.95484293950003,97.02038016283781,96.94854912338393
37,27.115812917594656,19.126844519585784,14.780550838621265,27.0984623015873,97.32739420935413,97.34931768486565,97.49622102625408,97.33404785173782
38,31.570155902004455,23.75857676423299,45.13873960006939,31.49848851762398,97.71714922048997,97.73219121264218,97.80530889608833,97.72701150647187
39,24.721603563474385,19.12759956801984,15.962032289025124,24.71159775847276,96.88195991091314,96.89772802881696,96.9274768041584,96.88627643927754
40,24.276169265033406,13.971518041522746,35.05756762799016,24.035248846234527,97.21603563474387,97.23384096777508,97.29717549502367,97.21692763405318
41,16.70378619153675,10.172219436294421,33.41329335332334,16.77048477048477,98.05122494432071,98.05432494328998,98.10560148546253,98.0640786318099
42,29.84409799554566,20.141292577113997,40.59956240253165,29.671078508495913,97.60579064587974,97.62315458291452,97.66095355137952,97.60973233302528
43,19.543429844097997,13.30575345129858,10.301348088772867,19.66849662162162,97.82850779510022,97.83437062506279,97.90280911621284,97.83859213209433
44,30.011135857461024,19.129348375785423,40.585480868034715,29.873718402559255,97.82850779510022,97.84497782827196,97.88218484731426,97.8290176976851
45,19.87750556792873,13.955709277706434,26.238393004951316,19.98680094309224,97.88418708240535,97.88628070793087,97.9495042231708,97.89687615754521
46,31.01336302895323,20.796834951500333,54.340402205367575,30.875821709453316,97.93986636971047,97.95945877929128,98.02360760174183,97.94554612038093
