round,lr,global_acc,global_f1,global_precision,global_recall,convergence_flag,drift_norm_mean,drift_norm_std,drift_feature_mean,drift_feature_std,drift_head_mean,drift_head_std,interference_norm,interference_feature,interference_head,fairness_gap,client_acc_min,client_acc_max,client_acc_std
1,0.01,40.9572,32.8048,49.1953,41.0075,0,0.001023,6.9e-05,0.063374,0.006271,0.009792,0.001801,0.600412,0.314055,0.194507,27.9808,41.25,69.2308,9.3698
2,0.0099846,49.8052,47.2973,48.8395,50.2757,0,0.001041,7.9e-05,0.056923,0.009035,0.009574,0.002346,0.585763,0.149887,0.046625,24.8577,43.3962,68.254,6.4455
3,0.0099385,56.483,55.4917,61.7875,56.6223,0,0.001038,9e-05,0.053871,0.009859,0.009925,0.002246,0.573423,0.093701,-0.016673,24.4278,47.1698,71.5976,7.1326
4,0.00986199,51.4747,47.8844,57.8376,52.0353,0,0.001038,0.000111,0.053818,0.011376,0.009545,0.002651,0.577028,0.088042,0.007405,17.35,52.4725,69.8225,4.8446
5,0.00975553,61.1575,60.7666,64.4625,61.2831,0,0.000976,7.8e-05,0.048388,0.008068,0.008026,0.002235,0.625508,0.087172,-0.008638,11.8492,59.7484,71.5976,3.4538
6,0.00961978,61.9922,61.7367,64.7062,62.0851,0,0.000951,4.8e-05,0.04632,0.004896,0.007652,0.001347,0.626091,0.043742,-0.03111,16.5855,52.0958,68.6813,4.501
7,0.00945558,59.0428,57.8951,61.4424,59.3927,0,0.000942,6.9e-05,0.04513,0.006908,0.007229,0.001792,0.635098,0.042259,-0.019331,23.4494,44.6541,68.1034,7.2413
8,0.00926394,62.493,62.4956,67.0735,62.5612,0,0.000958,6.7e-05,0.048186,0.007952,0.00782,0.001654,0.606035,0.058656,-0.011462,21.4915,51.497,72.9885,6.4505
9,0.00904604,60.7123,59.6062,66.0063,61.0496,0,0.000972,7.2e-05,0.050266,0.008212,0.007323,0.001597,0.594817,0.041484,-0.030946,17.0562,57.5,74.5562,4.767
10,0.00880323,66.3884,66.1097,69.7911,66.4255,0,0.000934,4.7e-05,0.046569,0.005641,0.006703,0.001252,0.634985,0.055133,-0.013336,11.7659,61.25,73.0159,4.0018
11,0.008537,68.3918,68.3864,69.0303,68.4933,0,0.000925,5.1e-05,0.044628,0.005379,0.006205,0.001207,0.640538,0.028169,-0.027917,14.9337,62.2642,77.1978,4.3892
12,0.00824899,65.4424,65.0642,69.7447,65.6051,0,0.000919,4.9e-05,0.044966,0.006304,0.005918,0.001061,0.644434,0.035517,-0.005285,18.1508,62.069,80.2198,5.4621
13,0.00794099,67.557,67.3986,70.484,67.7329,0,0.00092,5.6e-05,0.042754,0.00609,0.005169,0.000878,0.673625,0.030982,-0.021121,17.6275,60.479,78.1065,5.1237
14,0.00761488,71.5081,71.537,72.3776,71.5371,0,0.00091,5.5e-05,0.042129,0.006368,0.005082,0.000886,0.674801,0.024032,-0.027949,20.5495,55.0,75.5495,6.2459
15,0.00727268,69.1708,69.1024,71.8674,69.3419,0,0.000905,3.4e-05,0.042836,0.003562,0.005254,0.000642,0.674042,0.032872,-0.012657,33.3651,48.503,81.8681,10.1886
16,0.0069165,69.7273,69.6486,72.8811,69.8455,0,0.000918,5.1e-05,0.043801,0.005772,0.005045,0.000819,0.679035,0.026436,-0.005695,16.677,56.8862,73.5632,5.6773
17,0.00654854,70.6177,70.3779,71.85,70.7415,0,0.000887,5.7e-05,0.039149,0.006942,0.004238,0.001021,0.725338,0.038677,0.003527,17.3456,58.5165,75.8621,6.5077
18,0.00617106,71.5637,71.5617,73.6054,71.71,0,0.000911,4.1e-05,0.04096,0.005588,0.004533,0.000809,0.706994,0.048442,0.011541,15.4269,62.0879,77.5148,5.1515
19,0.00578639,67.557,67.6867,71.3899,67.4403,0,0.000933,4.8e-05,0.042195,0.00547,0.004521,0.000687,0.720702,0.080532,0.045803,10.7817,65.4088,76.1905,4.0034
20,0.0053969,69.2265,68.7861,72.2731,69.5713,0,0.000913,6.8e-05,0.040396,0.008636,0.004341,0.001008,0.735171,0.086898,0.051919,18.4652,58.75,77.2152,5.3437
21,0.005005,71.1742,71.1069,74.4111,71.1469,0,0.000951,6.6e-05,0.0424,0.006864,0.004582,0.000829,0.733528,0.099335,0.05559,20.6357,56.2874,76.9231,5.4371
22,0.0046131,71.842,71.6472,72.9412,72.073,0,0.000966,6.2e-05,0.042588,0.007407,0.004596,0.001036,0.736018,0.079604,0.051759,16.4956,67.2956,83.7912,4.82
