round,lr,global_acc,global_f1,global_precision,global_recall,convergence_flag,drift_norm_mean,drift_norm_std,drift_feature_mean,drift_feature_std,drift_head_mean,drift_head_std,interference_norm,interference_feature,interference_head,fairness_gap,client_acc_min,client_acc_max,client_acc_std
1,0.01,25.2784,10.0889,6.3196,25.0,0,0.118002,0.085213,4.502489,3.097073,0.744287,0.4926,0.013317,-0.067246,-0.064768,100.0,0.0,100.0,40.377
2,0.0099846,24.7216,9.9107,6.1804,25.0,0,0.105984,0.069796,1.467175,1.024314,1.03712,0.769402,0.307099,0.112796,0.140543,100.0,0.0,100.0,40.2309
3,0.0099385,25.2784,10.0889,6.3196,25.0,0,0.108805,0.092162,1.175889,1.071965,1.047097,1.078698,0.209221,-0.016888,0.019865,100.0,0.0,100.0,40.377
4,0.00986199,25.3898,10.7115,25.0419,25.3348,0,0.144366,0.09597,1.242181,0.978864,0.996813,0.793374,0.350923,0.042896,0.190144,100.0,0.0,100.0,40.7434
5,0.00975553,24.7216,9.9107,6.1804,25.0,0,0.175434,0.15731,1.302421,1.134162,1.331571,1.282571,0.315791,0.149053,0.166389,100.0,0.0,100.0,35.6633
6,0.00961978,25.0557,10.0178,6.2639,25.0,0,0.219317,0.209438,2.943495,3.511717,1.338304,1.468008,0.281401,0.001233,0.049232,100.0,0.0,100.0,40.377
7,0.00945558,24.7216,9.9107,6.1804,25.0,0,0.186769,0.150712,1.225153,1.119846,1.489167,1.347877,0.362813,0.276533,0.217322,100.0,0.0,100.0,37.7636
8,0.00926394,24.9443,9.9822,6.2361,25.0,0,0.302717,0.305437,1.101473,1.187002,1.863454,1.922861,0.210448,-0.0055,0.050991,100.0,0.0,100.0,40.377
9,0.00904604,24.7216,9.9107,6.1804,25.0,0,0.312547,0.250363,1.486364,1.215404,2.177697,1.825107,0.418748,0.27632,0.1694,70.5882,29.4118,100.0,21.6169
10,0.00880323,25.2784,10.0889,6.3196,25.0,0,0.25623,0.25686,1.043178,1.077236,1.77974,1.878167,0.317918,0.062536,0.029008,100.0,0.0,100.0,38.1945
11,0.008537,24.9443,9.9822,6.2361,25.0,0,0.347388,0.380632,0.916891,1.101442,1.738835,2.07672,0.500096,0.230296,0.208819,100.0,0.0,100.0,38.1945
