round,lr,global_acc,global_f1,global_precision,global_recall,convergence_flag,drift_norm_mean,drift_norm_std,drift_feature_mean,drift_feature_std,drift_head_mean,drift_head_std,interference_norm,interference_feature,interference_head,fairness_gap,client_acc_min,client_acc_max,client_acc_std
1,0.01,32.1091,20.8085,17.7223,31.3384,0,0.001646,0.000261,0.06484,0.012773,0.010784,0.002271,0.435762,0.23316,0.252074,31.8565,34.8101,66.6667,12.2862
2,0.0099846,34.7245,24.2125,32.6046,34.3374,0,0.00159,0.000144,0.054466,0.007656,0.010209,0.001449,0.511157,0.163621,0.149585,46.6637,21.3836,68.0473,13.8643
3,0.0099385,43.1831,38.1086,58.0784,43.3959,0,0.001645,0.000242,0.054207,0.012447,0.010829,0.00269,0.480789,0.091913,0.094865,32.718,35.3293,68.0473,11.6933
4,0.00986199,48.1914,46.9175,57.2517,48.3499,0,0.001565,0.00031,0.048126,0.017093,0.008876,0.003447,0.500908,0.021516,0.010886,27.044,39.6226,66.6667,8.0061
5,0.00975553,52.532,52.5057,59.3737,52.5881,0,0.00159,0.000203,0.050028,0.012356,0.008972,0.002283,0.472281,-0.022476,-0.018932,27.0924,42.1384,69.2308,9.0583
6,0.00961978,47.9132,44.9206,57.8752,48.1098,0,0.001517,0.000175,0.045446,0.011295,0.007961,0.002175,0.537676,0.015304,0.018964,23.8994,42.7673,66.6667,6.5554
7,0.00945558,51.1964,51.6371,54.9585,51.2316,0,0.001634,0.000255,0.049387,0.015612,0.009236,0.00285,0.512131,-0.007205,-0.000279,23.0473,45.0,68.0473,8.2983
8,0.00926394,50.473,49.2915,58.6357,50.5209,0,0.001578,0.00019,0.048372,0.012101,0.008572,0.001963,0.515954,0.028647,-0.005936,34.6893,37.5,72.1893,11.4865
9,0.00904604,52.8659,52.307,57.3488,53.2108,0,0.001609,0.000264,0.048216,0.015464,0.008951,0.002403,0.542806,0.049605,0.023443,30.754,37.5,68.254,9.3002
10,0.00880323,53.3667,52.6154,57.8705,53.6859,0,0.0016,0.000304,0.049421,0.016348,0.008112,0.00294,0.503241,-0.027875,0.003026,25.6485,46.5409,72.1893,7.1435
