2,2,6,res9,brain_tumor,1000.0,0,base.2,0.999009
2,2,6,res9,brain_tumor,1000.0,1,base.6,0.977915
2,2,6,res9,brain_tumor,1000.0,2,base.7,0.965980
2,2,6,res9,brain_tumor,1000.0,3,base.11,0.955408
2,2,6,res9,brain_tumor,1000.0,4,base.15,0.893515
2,2,6,res9,brain_tumor,1000.0,5,base.16,0.644024
2,2,6,res9,brain_tumor,1000.0,6,base.17,0.644024
2,2,6,res9,brain_tumor,1000.0,7,base.18,0.644024
2,2,6,res9,brain_tumor,1000.0,8,classifier,0.514586
2,2,7,res9,brain_tumor,1000.0,0,base.2,0.999662
2,2,7,res9,brain_tumor,1000.0,1,base.6,0.992162
2,2,7,res9,brain_tumor,1000.0,2,base.7,0.988697
2,2,7,res9,brain_tumor,1000.0,3,base.11,0.949780
2,2,7,res9,brain_tumor,1000.0,4,base.15,0.843284
2,2,7,res9,brain_tumor,1000.0,5,base.16,0.654779
2,2,7,res9,brain_tumor,1000.0,6,base.17,0.654779
2,2,7,res9,brain_tumor,1000.0,7,base.18,0.654779
2,2,7,res9,brain_tumor,1000.0,8,classifier,0.468466
2,2,8,res9,brain_tumor,1000.0,0,base.2,0.995285
2,2,8,res9,brain_tumor,1000.0,1,base.6,0.970415
2,2,8,res9,brain_tumor,1000.0,2,base.7,0.907904
2,2,8,res9,brain_tumor,1000.0,3,base.11,0.711182
2,2,8,res9,brain_tumor,1000.0,4,base.15,0.416559
2,2,8,res9,brain_tumor,1000.0,5,base.16,0.434701
2,2,8,res9,brain_tumor,1000.0,6,base.17,0.434701
2,2,8,res9,brain_tumor,1000.0,7,base.18,0.434701
2,2,8,res9,brain_tumor,1000.0,8,classifier,0.546335
2,2,9,res9,brain_tumor,1000.0,0,base.2,0.998418
2,2,9,res9,brain_tumor,1000.0,1,base.6,0.983127
2,2,9,res9,brain_tumor,1000.0,2,base.7,0.981240
2,2,9,res9,brain_tumor,1000.0,3,base.11,0.935151
