round,global_acc,global_f1,drift_norm_mean,drift_norm_std,drift_feature_mean,drift_feature_std,drift_head_mean,drift_head_std,interference_norm,interference_feature,interference_head,fairness_gap,client_acc_std
1,44.628571428571426,38.79541005943775,0.03481241094951446,0.0052869918349010715,0.11702189269165761,0.005893105492385799,0.3989703370723873,0.08814449408658025,0.7030340168211195,0.49665989975134534,0.4615501494043403,0.0,0.0
2,64.6857142857143,64.88324559520713,0.02172665637559616,0.0027683066556824128,0.06907038575803086,0.003313985769130624,0.1909166156547144,0.012498767920001843,0.9355043517218695,0.5075924065377977,0.6707915590869056,0.0,0.0
3,73.6,73.70632535037107,0.020824204929746116,0.002455426817172608,0.07186487846601056,0.0034498969623656213,0.1252757168142125,0.01448561313663213,0.8885166459613376,0.35636730591456095,0.2327448179324468,0.0,0.0
4,77.31428571428572,77.32701722853032,0.018406102655885312,0.0015932729545517703,0.06973356816068263,0.002317272299673674,0.11821314400294795,0.017166232843774696,0.8236141562461853,0.24845897720919716,0.059687505662441256,0.0,0.0
5,78.51428571428572,78.65589556433606,0.017898037334760794,0.0012813951426249666,0.07244167099750184,0.0037663407209954443,0.1167874546488747,0.00955202144334293,0.7658400124973721,0.19158736632929907,0.05726060667592618,0.0,0.0
6,81.37142857142857,81.46979090977024,0.01598061345374355,0.0010503178146812479,0.07188663300206428,0.0036988292921501438,0.12546892743557692,0.01392116591952918,0.6527650356292725,0.15294811775286993,0.11084410227421257,0.0,0.0
7,82.0,82.05638739175325,0.017047937049602085,0.0019160936732976709,0.07601981524391317,0.003948214980417448,0.12156552204396576,0.011140938542856796,0.6261695358488295,0.1173897374007437,0.0233020494485067,0.0,0.0
8,82.0,82.22052047509136,0.017061550564204272,0.0008391407612338113,0.08176339519790143,0.0036205190900224786,0.1268405715469271,0.010866457450416606,0.5106453564431932,0.09613590670956505,0.048772042668941945,0.0,0.0
9,83.25714285714285,83.34750469851895,0.01623143298694721,0.0016733071397476455,0.07843194404099263,0.005113052066896192,0.12937243431806564,0.009546682183676622,0.4601545810699463,0.07217679305209054,0.02548913311523696,0.0,0.0
10,82.45714285714286,82.68161011297282,0.016759738247268476,0.002464701220491803,0.08319181282807234,0.010128570736188456,0.13215287975035608,0.018385710666697325,0.36652656230661607,0.053029598005943826,0.03576246485528019,0.0,0.0
11,84.0,84.20975557321324,0.01743281799583481,0.00106190571013978,0.0866741782187515,0.00468595348345248,0.12491457203868776,0.00591932376691898,0.39312744273079764,0.05208294344936601,0.011587841229306327,0.0,0.0
12,84.97142857142858,85.12555990972905,0.015984631867076344,0.001086643400749964,0.08188325826850404,0.0051320731218937495,0.12068349295295774,0.010091782512047133,0.2943361414803399,0.042287850333377716,0.08488273825496435,0.0,0.0
13,85.14285714285714,85.371296110375,0.016265688858066615,0.0013975913249567485,0.082553622840869,0.005026744071038005,0.11987052608747036,0.006419005342258395,0.28009254799948796,0.030447938945144415,0.013605481779409779,0.0,0.0
14,85.14285714285714,85.35401732137468,0.01661249081819103,0.0014926413796474784,0.08394366089685792,0.004971370093226235,0.11994578364538029,0.012709379890068019,0.2894473241435157,0.030736902801112995,-0.018727055461042457,0.0,0.0
15,85.65714285714286,85.84263780448568,0.016423719870642974,0.0016053691282566108,0.08324271015254166,0.00640495454783975,0.11546328109689057,0.011980403867355577,0.26067731115553117,0.022955531782160202,-0.010792245591680209,0.0,0.0
16,86.05714285714285,86.27666981536655,0.015375986086347928,0.0009799077070097469,0.07806964682760287,0.0041873454970631704,0.11125612137839198,0.00911973739145315,0.23523334893915387,0.02067842504216565,0.00415421249344945,0.0,0.0
17,85.94285714285715,86.11205921087283,0.01422598947269412,0.0013130520279856994,0.072395895539824,0.006894202118168872,0.10775101066101342,0.007930323927520648,0.19858421650197772,0.01057099381254779,0.04046971201896667,0.0,0.0
18,86.5142857142857,86.71792159599929,0.014553220441135075,0.000750824837086878,0.07377765494280564,0.0040779308740856775,0.10234259456628933,0.006486854821500561,0.20817336142063142,0.005253410881333467,-0.017067712731659412,0.0,0.0
19,86.91428571428571,87.07247735234999,0.011847061968336885,0.0008693501064904047,0.06166443020892361,0.004401273053784038,0.08685978923458607,0.0060168441873064225,0.15871397339635426,0.006859556822261462,0.01797784904225005,0.0,0.0
20,86.91428571428571,87.0944087767686,0.009657454977814967,0.0010470455074835857,0.05025571914355244,0.005074731209953634,0.0699490825762041,0.006983550440575364,0.10706653342478806,-0.004708946775645017,-0.029983082744810315,0.0,0.0
