round,lr,global_acc,global_f1,global_precision,global_recall,convergence_flag,drift_norm_mean,drift_norm_std,drift_feature_mean,drift_feature_std,drift_head_mean,drift_head_std,interference_norm,interference_feature,interference_head,fairness_gap,client_acc_min,client_acc_max,client_acc_std
1,0.01,25.0557,10.0178,6.2639,25.0,0,0.155493,0.145548,1.316306,0.849204,0.753301,0.477865,0.214951,-0.005192,-0.026347,70.5882,29.4118,100.0,23.3509
2,0.0099846,24.7216,9.9107,6.1804,25.0,0,0.154998,0.148576,1.31127,0.993222,0.889331,0.671479,0.258641,0.018705,-0.014019,100.0,0.0,100.0,35.203
3,0.0099385,25.0557,10.0223,6.2674,25.0,0,0.204951,0.16716,1.239169,1.243095,1.535274,1.38009,0.233668,0.111754,0.071351,100.0,0.0,100.0,40.9548
4,0.00986199,24.7216,9.9107,6.1804,25.0,0,0.199428,0.175634,1.329779,1.283949,0.88993,0.765965,0.273711,0.10703,0.064137,100.0,0.0,100.0,37.7636
5,0.00975553,25.2784,10.0889,6.3196,25.0,0,0.273864,0.219565,1.608274,1.539132,1.505957,1.344335,0.217702,0.12069,0.112469,100.0,0.0,100.0,40.377
6,0.00961978,24.7216,9.9107,6.1804,25.0,0,0.204398,0.175412,1.561938,1.475607,1.03042,0.959443,0.278694,0.121969,0.07087,100.0,0.0,100.0,40.377
7,0.00945558,25.2784,10.0889,6.3196,25.0,0,0.241711,0.195818,1.514622,1.382455,1.410234,1.338447,0.251505,0.143524,0.092204,100.0,0.0,100.0,40.377
8,0.00926394,24.7216,9.9107,6.1804,25.0,0,0.275559,0.248276,1.625818,1.711269,1.001532,0.861538,0.29767,0.153901,0.105348,100.0,0.0,100.0,40.377
9,0.00904604,25.0557,10.0178,6.2639,25.0,0,0.250098,0.1988,1.539509,1.401965,1.628769,1.526625,0.28846,0.181244,0.101897,100.0,0.0,100.0,38.1945
10,0.00880323,26.8374,15.4109,16.9009,26.93,0,0.280444,0.310471,0.92049,0.910085,0.905531,0.750672,0.216344,0.108882,0.058271,100.0,0.0,100.0,40.3961
11,0.008537,25.0557,10.0178,6.2639,25.0,0,0.30012,0.214182,0.681416,0.468989,0.832187,0.666446,0.072262,0.037119,-0.003775,70.5882,29.4118,100.0,24.3389
12,0.00824899,24.7216,9.9107,6.1804,25.0,0,0.25627,0.196401,0.807977,0.542161,0.771607,0.517046,0.12628,0.068344,0.007751,100.0,0.0,100.0,37.7636
13,0.00794099,25.0557,10.0178,6.2639,25.0,0,0.341327,0.287145,1.383569,1.266403,0.9993,0.934683,0.089416,0.060965,-0.009311,100.0,0.0,100.0,40.377
14,0.00761488,24.7216,9.9107,6.1804,25.0,0,0.215334,0.183946,0.920241,0.817853,1.114464,0.974619,0.297523,0.162747,0.104553,100.0,0.0,100.0,37.7636
15,0.00727268,24.9443,9.9822,6.2361,25.0,0,0.355547,0.325119,2.450539,2.565185,1.291604,1.260581,0.198086,0.115576,0.024619,100.0,0.0,100.0,40.377
16,0.0069165,24.7216,9.9107,6.1804,25.0,0,0.255038,0.216218,1.027611,0.842748,1.183598,0.926558,0.292354,0.221508,0.124397,31.1475,68.8525,100.0,12.0345
17,0.00654854,24.9443,9.9822,6.2361,25.0,0,0.2193,0.199726,0.607609,0.510449,0.852701,0.72128,0.048544,-0.02505,-0.080547,100.0,0.0,100.0,40.377
18,0.00617106,24.7216,9.9107,6.1804,25.0,0,0.249818,0.181624,0.798403,0.535095,0.852678,0.630715,0.182659,0.107989,0.059907,70.5882,29.4118,100.0,21.6169
