round,lr,global_acc,global_f1,global_precision,global_recall,convergence_flag,drift_norm_mean,drift_norm_std,drift_feature_mean,drift_feature_std,drift_head_mean,drift_head_std,interference_norm,interference_feature,interference_head,fairness_gap,client_acc_min,client_acc_max,client_acc_std
1,0.01,44.9944,40.3299,47.1484,43.6516,0,0.000931,3.8e-05,0.053214,0.005246,0.006919,0.000669,0.85955,0.708789,0.702512,17.5079,32.7684,50.2762,5.6374
2,0.0099846,51.2792,49.7635,49.7563,50.9566,0,0.000929,2.5e-05,0.044543,0.003794,0.006104,0.000708,0.830945,0.516702,0.477301,21.4122,32.7778,54.1899,7.2148
3,0.0099385,54.505,52.2607,55.6377,53.7704,0,0.000927,5.1e-05,0.042225,0.006321,0.005734,0.000749,0.800442,0.382002,0.346159,12.3497,46.6667,59.0164,4.5629
4,0.00986199,54.8943,52.1976,53.9076,54.1506,0,0.000932,3.9e-05,0.041453,0.004131,0.005783,0.000766,0.798136,0.324375,0.315507,21.655,40.2235,61.8785,6.8268
5,0.00975553,60.6229,60.473,62.2093,60.7124,0,0.000875,3.1e-05,0.037619,0.003821,0.005061,0.000586,0.802579,0.315829,0.263037,17.5171,46.9274,64.4444,6.8767
6,0.00961978,61.9021,61.6542,62.2491,61.8321,0,0.000855,3e-05,0.033971,0.003309,0.004417,0.000518,0.807617,0.214485,0.156713,21.2291,46.3687,67.5978,6.2622
7,0.00945558,62.5695,62.0203,62.9858,62.2278,0,0.000879,3.8e-05,0.039841,0.004736,0.004966,0.000726,0.75863,0.225842,0.202947,17.1116,51.3966,68.5083,5.137
8,0.00926394,64.0156,63.712,64.6548,63.7322,0,0.000874,4.2e-05,0.038947,0.004178,0.004669,0.000651,0.749532,0.169723,0.121367,32.9609,36.3128,69.2737,9.872
9,0.00904604,66.0178,65.7027,68.3058,65.477,0,0.000853,3.2e-05,0.035966,0.003894,0.004199,0.000599,0.782382,0.183886,0.123668,12.0174,51.1111,63.1285,3.7533
10,0.00880323,65.1279,64.8466,66.0499,64.7969,0,0.000866,3.4e-05,0.038965,0.004228,0.004506,0.000537,0.744689,0.160212,0.1169,19.3648,47.486,66.8508,5.1482
