round,lr,global_acc,global_f1,global_precision,global_recall,convergence_flag,drift_norm_mean,drift_norm_std,drift_feature_mean,drift_feature_std,drift_head_mean,drift_head_std,interference_norm,interference_feature,interference_head,fairness_gap,client_acc_min,client_acc_max,client_acc_std
1,0.01,29.9555,16.9261,22.4691,28.6218,0,0.164455,0.080152,3.909344,0.660719,0.665549,0.072212,0.488349,0.043806,0.10148,52.1198,40.0735,92.1933,15.1801
2,0.00999014,25.0,10.9837,28.8757,25.5166,0,0.111531,0.035491,1.626273,0.49004,0.604333,0.35942,0.793797,0.277467,0.218724,35.502,60.177,95.679,10.3386
3,0.00996061,40.5902,31.842,36.8621,39.4829,0,0.166415,0.068912,1.507342,0.517602,0.827703,0.512003,0.862843,0.238422,0.247335,38.0695,54.8673,92.9368,12.7964
4,0.00991152,51.7817,46.4825,65.8665,52.4965,0,0.092984,0.029381,1.277423,0.34227,0.643324,0.329274,0.816312,0.178779,0.265988,34.079,61.6,95.679,10.1216
5,0.00984307,49.6659,38.3507,45.6268,48.6003,0,0.095395,0.035225,1.255162,0.347186,0.724417,0.260591,0.75764,0.181091,0.18261,26.0761,69.9115,95.9877,7.0255
6,0.00975553,58.0178,53.5433,70.1238,58.5521,0,0.066169,0.031951,1.209152,0.46081,0.560278,0.347787,0.569315,0.132017,0.081707,17.721,76.1062,93.8272,6.0479
7,0.00964923,61.0245,54.0942,76.5673,60.3228,0,0.090175,0.040434,1.324682,0.380096,0.74756,0.333903,0.684216,0.154091,0.216853,28.68,67.3077,95.9877,8.2853
8,0.00952461,69.5991,68.0052,73.8507,69.6391,0,0.053664,0.026364,1.185153,0.409273,0.538879,0.286725,0.40309,0.095462,0.016386,21.2607,75.9615,97.2222,6.1853
9,0.00938215,66.0356,62.0339,70.7353,65.4453,0,0.070453,0.029396,1.297596,0.330797,0.663798,0.280227,0.539573,0.134297,0.133196,27.0299,70.1923,97.2222,8.1506
10,0.00922242,73.7194,72.282,76.1073,73.7072,0,0.054402,0.023826,1.266753,0.421534,0.492326,0.240167,0.377013,0.070548,-0.021115,20.2991,76.9231,97.2222,5.956
11,0.00904604,73.7194,73.5141,75.9203,73.475,0,0.062274,0.018117,1.333262,0.34176,0.570878,0.195529,0.465845,0.102162,0.075433,15.7653,80.531,96.2963,4.9862
12,0.00885371,75.8909,74.8581,76.4819,75.8019,0,0.052462,0.021786,1.293448,0.398174,0.456151,0.136577,0.330192,0.057898,-0.014427,21.3837,75.2212,96.6049,6.3972
13,0.0086462,76.3363,76.381,77.2347,76.1878,0,0.055931,0.018301,1.334699,0.348158,0.473306,0.126723,0.371623,0.064848,0.037365,21.2963,75.0,96.2963,6.517
14,0.00842431,78.5078,77.9561,78.4218,78.392,0,0.053742,0.019456,1.290658,0.34222,0.40575,0.088989,0.331768,0.041911,-0.043098,19.6462,77.8846,97.5309,6.2318
15,0.00818893,78.3408,78.2669,78.4982,78.2517,0,0.054712,0.02284,1.344095,0.509406,0.408581,0.087031,0.30954,0.037441,-0.024344,23.1838,74.0385,97.2222,7.4514
16,0.00794099,79.7884,79.5597,79.6968,79.682,0,0.051471,0.014703,1.313689,0.320773,0.384284,0.082691,0.290983,0.035569,-0.037185,22.2222,75.0,97.2222,6.8105
17,0.00768145,79.8998,79.5701,79.7297,79.7684,0,0.0562,0.021801,1.397702,0.449907,0.367158,0.059502,0.290673,0.028202,-0.05123,26.0684,71.1538,97.2222,7.3344
18,0.00741136,80.6236,80.4091,80.7343,80.5758,0,0.055236,0.015001,1.390984,0.350216,0.374918,0.065839,0.266585,0.031569,-0.028836,23.8367,73.0769,96.9136,6.495
19,0.00713177,80.1782,80.0663,80.4039,80.0331,0,0.054484,0.015717,1.360843,0.304971,0.346054,0.060783,0.302651,0.030734,-0.031521,19.6138,76.9912,96.6049,5.9762
20,0.00684378,81.4031,81.161,81.4346,81.3479,0,0.052438,0.015163,1.321193,0.324903,0.341529,0.058011,0.262458,0.02238,-0.068129,21.5693,75.9615,97.5309,6.1021
21,0.00654854,81.8486,81.7532,81.857,81.7254,0,0.05446,0.014465,1.367031,0.324765,0.342819,0.06917,0.270415,0.019076,-0.036407,23.1481,75.0,98.1481,6.8072
22,0.00624721,81.6815,81.4239,81.7801,81.6018,1,0.054266,0.014287,1.342357,0.260938,0.32684,0.049987,0.261872,0.021213,-0.049567,18.9934,78.8462,97.8395,5.1893
23,0.00594097,83.0178,82.8289,82.8926,82.9196,0,0.057865,0.017627,1.446696,0.432008,0.330317,0.080302,0.271514,0.017191,-0.05364,24.1097,74.0385,98.1481,7.5005
24,0.00563104,81.9599,81.8245,82.0191,81.8795,0,0.05331,0.012655,1.310098,0.255169,0.320206,0.05863,0.256171,0.020751,-0.053067,18.9934,78.8462,97.8395,5.5025
25,0.00531864,83.0735,82.8778,82.9137,82.9414,0,0.05663,0.015998,1.445045,0.380816,0.291677,0.038043,0.254181,0.016145,-0.059708,21.4247,76.1062,97.5309,6.4307
26,0.005005,81.9599,81.7139,81.8295,81.8504,0,0.054164,0.014589,1.304403,0.343199,0.302174,0.052099,0.282243,0.031022,-0.056246,22.5309,75.0,97.5309,7.2338
27,0.00469136,83.4633,83.2828,83.3011,83.3226,0,0.056226,0.01489,1.397048,0.311952,0.297211,0.045365,0.249744,0.017848,-0.042255,22.8751,74.0385,96.9136,7.3162
28,0.00437896,83.7416,83.5345,83.676,83.6417,0,0.053188,0.012875,1.254757,0.297481,0.294418,0.042826,0.275291,0.020552,-0.068403,18.0318,79.8077,97.8395,5.7201
29,0.00406903,83.3519,83.2661,83.4115,83.2383,0,0.059497,0.016365,1.521184,0.409393,0.291852,0.055162,0.245554,0.011616,-0.053395,25.7241,72.1154,97.8395,7.258
30,0.00376279,83.7973,83.4695,83.7518,83.7174,0,0.054678,0.013134,1.323883,0.282872,0.304826,0.04708,0.232553,0.018108,-0.066215,25.0712,73.0769,98.1481,6.7676
31,0.00346146,83.2962,83.1944,83.3576,83.1358,0,0.056055,0.015802,1.366209,0.367315,0.284578,0.056164,0.256519,0.022823,-0.043206,21.2607,75.9615,97.2222,6.8804
32,0.00316622,83.853,83.5715,83.8691,83.7675,0,0.052414,0.013119,1.282685,0.219268,0.270096,0.05676,0.23585,0.017875,-0.055616,20.272,77.8761,98.1481,5.9702
33,0.00287823,83.1849,83.1235,83.4082,83.0425,0,0.056222,0.012817,1.345907,0.340616,0.27041,0.056025,0.292353,0.026473,-0.058039,23.1946,74.3363,97.5309,7.186
34,0.00259864,83.853,83.5013,84.0391,83.7879,0,0.051308,0.013996,1.212602,0.220881,0.265081,0.053689,0.280291,0.02372,-0.060048,20.2635,77.8846,98.1481,6.1263
35,0.00232855,82.8508,82.7998,83.226,82.663,0,0.059991,0.015135,1.421531,0.408425,0.275382,0.088464,0.277882,0.027556,-0.036875,19.9634,77.8761,97.8395,6.2003
36,0.00206901,83.3519,83.0071,83.625,83.2853,0,0.050146,0.013548,1.154598,0.273811,0.257459,0.050566,0.273659,0.034787,-0.053377,17.0703,80.7692,97.8395,5.5734
37,0.00182107,83.853,83.8547,84.5652,83.6612,0,0.05596,0.014797,1.304275,0.424953,0.275109,0.099083,0.312835,0.03664,-0.002262,25.7241,72.1154,97.8395,7.2119
38,0.00158569,84.1871,83.7902,84.4932,84.1121,0,0.053168,0.013902,1.279067,0.211245,0.250108,0.071718,0.237775,0.024063,-0.045199,20.9164,76.9231,97.8395,6.4701
39,0.0013638,82.6281,82.7279,83.9592,82.4273,0,0.056779,0.013562,1.339022,0.454951,0.274914,0.106626,0.291654,0.043274,-0.016972,17.7232,79.8077,97.5309,5.6315
