round,lr,global_acc,global_f1,global_precision,global_recall,convergence_flag,drift_norm_mean,drift_norm_std,drift_feature_mean,drift_feature_std,drift_head_mean,drift_head_std,interference_norm,interference_feature,interference_head,fairness_gap,client_acc_min,client_acc_max,client_acc_std
1,0.01,26.3363,15.4431,15.8049,26.2963,0,0.005078,0.000403,0.084909,0.006821,0.062861,0.008414,0.183865,-0.019403,-0.02315,46.0395,46.1538,92.1933,15.6045
2,0.0099846,24.7773,10.02,18.6873,24.9965,0,0.005403,0.000294,0.085764,0.00662,0.06121,0.008948,0.280911,-0.030569,-0.041331,46.0395,46.1538,92.1933,15.3693
3,0.0099385,24.9443,10.5213,22.8502,25.1473,0,0.005381,0.00036,0.083946,0.009584,0.057936,0.010589,0.317191,-0.049627,-0.072645,46.0395,46.1538,92.1933,15.3693
4,0.00986199,26.4477,13.7733,22.0409,26.5399,0,0.005387,0.000338,0.084956,0.009796,0.056272,0.01171,0.326692,-0.055814,-0.082897,46.0395,46.1538,92.1933,15.3693
5,0.00975553,30.4009,20.096,20.2828,30.1419,0,0.005309,0.000378,0.084752,0.010701,0.053827,0.012042,0.341216,-0.059524,-0.079494,46.0395,46.1538,92.1933,15.3693
6,0.00961978,28.3964,17.0593,23.0439,28.3536,0,0.005257,0.000353,0.084848,0.012237,0.051485,0.011145,0.349183,-0.050678,-0.078146,46.0395,46.1538,92.1933,15.1196
7,0.00945558,33.5746,22.9561,19.3963,33.0,0,0.005325,0.000347,0.088227,0.011628,0.051833,0.009687,0.336415,-0.055128,-0.077903,46.0395,46.1538,92.1933,15.3693
8,0.00926394,32.7951,22.4696,21.4273,32.3873,0,0.005234,0.000335,0.087164,0.012322,0.047931,0.010627,0.355259,-0.052049,-0.067605,46.0395,46.1538,92.1933,15.3693
9,0.00904604,32.461,22.1854,22.6644,32.1141,0,0.005109,0.000364,0.085551,0.014057,0.044721,0.01018,0.370767,-0.050765,-0.065052,46.0395,46.1538,92.1933,15.3386
10,0.00880323,34.9109,24.497,32.3145,34.3509,0,0.005179,0.00042,0.088111,0.01466,0.044732,0.010026,0.359775,-0.050815,-0.0603,46.0395,46.1538,92.1933,14.8421
11,0.008537,35.6347,25.273,29.3086,35.0257,0,0.005052,0.00044,0.086665,0.01515,0.040419,0.010406,0.374258,-0.046195,-0.055257,45.1345,47.0588,92.1933,15.3635
12,0.00824899,35.7461,24.9609,38.1542,35.1284,0,0.005011,0.000424,0.086985,0.014828,0.038653,0.009574,0.376486,-0.042208,-0.048011,39.3087,52.8846,92.1933,13.6448
13,0.00794099,35.1893,24.5417,22.3439,34.6363,0,0.005066,0.000457,0.087513,0.015175,0.037876,0.009351,0.378252,-0.04497,-0.037715,46.0395,46.1538,92.1933,15.0074
14,0.00761488,37.3608,25.8431,21.4049,36.5896,0,0.005018,0.000516,0.086787,0.017263,0.03563,0.008918,0.383335,-0.039241,-0.030812,41.2318,50.9615,92.1933,13.0761
15,0.00727268,36.971,27.2324,30.8537,36.3662,0,0.005027,0.000441,0.087155,0.015629,0.033355,0.007949,0.392602,-0.044682,-0.025345,39.4155,52.7778,92.1933,14.0642
16,0.0069165,36.7483,26.0819,36.1723,36.1616,0,0.004947,0.000555,0.083994,0.017534,0.031281,0.00896,0.413447,-0.042006,-0.017143,40.2702,51.9231,92.1933,13.5522
17,0.00654854,41.0913,31.8225,31.1111,40.1652,0,0.004901,0.000492,0.083846,0.015266,0.028491,0.008785,0.413547,-0.044564,-0.013274,40.2702,51.9231,92.1933,13.6083
18,0.00617106,40.0334,28.9344,36.1086,39.2471,0,0.004924,0.000597,0.083063,0.017799,0.027737,0.008999,0.425352,-0.033529,0.002386,39.4155,52.7778,92.1933,13.1851
19,0.00578639,40.2561,28.4254,38.4241,39.3593,0,0.004942,0.000655,0.081833,0.018592,0.026899,0.00876,0.439005,-0.041777,0.002493,38.455,53.7383,92.1933,11.3581
20,0.0053969,41.0356,34.0325,32.9776,40.2736,0,0.004901,0.000629,0.081291,0.017864,0.024416,0.008199,0.44385,-0.052973,-0.005468,57.5779,34.6154,92.1933,17.2729
