round,lr,global_acc,global_f1,global_precision,global_recall,convergence_flag,drift_norm_mean,drift_norm_std,drift_feature_mean,drift_feature_std,drift_head_mean,drift_head_std,interference_norm,interference_feature,interference_head,fairness_gap,client_acc_min,client_acc_max,client_acc_std
1,0.01,25.8208,10.2609,6.4552,25.0,0,0.208899,0.083177,2.147146,0.420706,0.84032,0.101951,0.463706,0.035409,0.059905,37.3764,36.25,73.6264,12.9172
2,0.0099846,45.5203,40.3714,40.6041,45.1453,0,0.224874,0.106304,2.135056,0.688623,0.839994,0.145855,0.525193,0.172558,0.080891,16.3634,53.4591,69.8225,4.7485
3,0.0099385,53.645,47.356,44.6764,53.4904,0,0.212171,0.092526,1.626897,0.477242,0.64381,0.112078,0.522665,0.188459,0.12419,20.1975,55.0898,75.2874,7.1101
4,0.00986199,57.4847,50.254,45.8669,57.4233,0,0.180897,0.082807,1.44204,0.557379,0.561532,0.121017,0.595995,0.237808,0.140916,30.0216,54.9784,85.0,9.7557
5,0.00975553,60.4341,53.1426,48.933,60.2782,0,0.176165,0.078991,1.324585,0.435612,0.499605,0.115492,0.572026,0.18333,0.026806,21.9164,60.7759,82.6923,7.6544
6,0.00961978,63.8286,55.7711,50.5307,63.6625,0,0.170048,0.072619,1.255008,0.348016,0.476422,0.098022,0.560826,0.150219,0.004345,32.4649,55.1724,87.6374,10.0241
7,0.00945558,62.9382,55.0824,50.1413,62.8217,0,0.184701,0.069956,1.334625,0.34187,0.454022,0.090115,0.469142,0.105388,-0.013977,28.0172,59.4828,87.5,8.3478
8,0.00926394,64.0512,56.0485,51.021,63.8751,0,0.190199,0.077565,1.4115,0.477911,0.448423,0.091932,0.458546,0.083848,-0.031621,32.7673,57.2327,90.0,9.469
9,0.00904604,65.6093,57.388,52.0304,65.4397,0,0.18602,0.069097,1.316873,0.345661,0.426589,0.096818,0.469726,0.096674,0.00528,30.9914,57.7586,88.75,8.7689
10,0.00880323,66.4441,63.5049,66.8438,66.4364,0,0.185688,0.071911,1.37161,0.36078,0.41376,0.103917,0.457903,0.063236,-0.009791,28.3621,61.6379,90.0,8.7538
11,0.008537,66.2215,58.2699,53.3424,66.0618,0,0.185289,0.068474,1.410387,0.363516,0.41772,0.096038,0.451539,0.069098,-0.007745,27.931,62.069,90.0,8.0339
12,0.00824899,68.0579,63.4372,70.4772,67.9598,0,0.188278,0.06653,1.42745,0.360735,0.389434,0.092676,0.429621,0.051816,-0.019346,29.334,60.7759,90.1099,8.2303
