round,lr,global_acc,global_f1,global_precision,global_recall,convergence_flag,drift_norm_mean,drift_norm_std,drift_feature_mean,drift_feature_std,drift_head_mean,drift_head_std,interference_norm,interference_feature,interference_head,fairness_gap,client_acc_min,client_acc_max,client_acc_std
1,0.01,24.4989,9.8478,6.1315,25.0,0,0.194944,0.103549,2.154816,0.784623,0.849839,0.130248,0.489354,0.036041,0.017057,36.8742,55.3191,92.1933,12.5461
2,0.0099846,40.5345,26.5364,20.038,39.2986,0,0.196986,0.098091,1.966628,0.78864,0.853188,0.15418,0.466717,0.098165,0.040501,33.5395,58.6538,92.1933,10.7545
3,0.0099385,30.1225,18.5729,13.8334,30.8007,0,0.209611,0.108741,1.799348,0.79366,0.766367,0.212752,0.430684,0.104421,0.003722,33.7482,60.177,93.9252,10.9278
4,0.00986199,49.4432,45.2626,52.5535,48.5568,0,0.1996,0.106993,1.722799,1.004633,0.822855,0.163773,0.485298,0.118044,0.076187,41.9482,53.8462,95.7944,13.3743
5,0.00975553,53.7305,46.1471,44.5198,53.3518,0,0.193555,0.104082,1.501607,0.690674,0.665493,0.173322,0.463444,0.083342,-0.022203,33.5033,60.177,93.6803,10.8394
6,0.00961978,58.7416,54.2583,56.4348,58.175,0,0.212929,0.12815,1.566749,0.931212,0.68306,0.132518,0.431209,0.078273,0.038588,35.6174,60.177,95.7944,11.926
7,0.00945558,59.9666,54.9879,54.4759,59.4768,0,0.206496,0.102536,1.484804,0.735384,0.598253,0.115029,0.382799,0.06126,-0.018318,37.8546,58.4071,96.2617,12.7467
8,0.00926394,64.0869,59.5659,59.6434,63.6884,0,0.197061,0.091012,1.407491,0.580861,0.559656,0.09894,0.417658,0.056545,0.001556,38.9381,61.0619,100.0,12.3838
9,0.00904604,65.3675,62.0429,64.5383,64.9918,0,0.207934,0.092495,1.545238,0.628052,0.52642,0.114873,0.36169,0.060738,-0.028242,38.0531,61.9469,100.0,11.9369
10,0.00880323,68.0958,65.1335,66.5022,67.7475,0,0.203167,0.080598,1.533798,0.486225,0.513072,0.119947,0.337843,0.035316,-0.027647,28.4058,70.1923,98.5981,9.8675
11,0.008537,67.7617,64.7734,66.1348,67.402,0,0.218701,0.099354,1.70539,0.676454,0.490169,0.132821,0.323478,0.031296,-0.024259,29.6031,68.2692,97.8723,10.6585
