round,lr,global_acc,global_f1,global_precision,global_recall,convergence_flag,drift_norm_mean,drift_norm_std,drift_feature_mean,drift_feature_std,drift_head_mean,drift_head_std,interference_norm,interference_feature,interference_head,fairness_gap,client_acc_min,client_acc_max,client_acc_std
1,0.01,39.099,27.236,21.6547,38.5368,0,0.213026,0.01634,2.666934,0.209186,0.886246,0.031893,0.483699,0.05593,0.138874,11.946,38.3333,50.2793,3.7087
2,0.0099846,48.2759,46.2604,51.7201,49.2412,0,0.236033,0.022723,2.716816,0.241894,0.756826,0.044561,0.425886,0.168116,0.189671,15.9996,43.0168,59.0164,4.5006
3,0.0099385,57.1746,55.5792,55.9759,57.4557,0,0.219536,0.018609,2.230167,0.192556,0.603863,0.02704,0.476547,0.147059,0.153336,19.3785,43.3333,62.7119,5.1873
4,0.00986199,68.465,67.3335,66.9584,68.1707,0,0.246601,0.012386,2.387686,0.094128,0.561595,0.018155,0.454236,0.195322,0.18421,13.5696,54.1899,67.7596,3.9895
5,0.00975553,71.0234,69.8544,69.9435,70.6062,0,0.239298,0.016716,2.21457,0.125896,0.501759,0.020178,0.440861,0.145578,0.14668,12.6479,59.6685,72.3164,4.3723
6,0.00961978,75.4727,74.1671,74.2503,74.9932,0,0.231003,0.010512,2.05855,0.116326,0.469456,0.016868,0.443413,0.117747,0.116811,6.2615,66.6667,72.9282,1.8052
7,0.00945558,77.03,75.1589,76.53,76.4439,0,0.23524,0.012863,2.118599,0.146794,0.439059,0.020341,0.409389,0.096805,0.122188,8.6515,67.0391,75.6906,2.9342
8,0.00926394,79.9221,78.6561,80.1519,79.4017,0,0.247053,0.016788,2.250205,0.132927,0.406855,0.020675,0.392925,0.085801,0.070114,13.3814,69.4915,82.8729,4.3064
9,0.00904604,82.8699,82.1646,82.6958,82.5021,0,0.242155,0.012324,2.295269,0.136934,0.369447,0.012954,0.357022,0.070784,0.129325,10.9686,73.1844,84.153,3.0683
10,0.00880323,85.5951,85.1865,85.3163,85.3353,0,0.254163,0.013415,2.39174,0.106529,0.340679,0.017376,0.339847,0.057078,0.042733,12.3929,69.2737,81.6667,4.2684
11,0.008537,85.317,84.8457,85.1691,85.018,0,0.268124,0.012636,2.501243,0.11183,0.313102,0.019774,0.296644,0.047408,0.041185,10.0559,74.3017,84.3575,3.1028
12,0.00824899,87.3192,87.0101,87.2498,87.0778,0,0.261611,0.011953,2.46475,0.132372,0.291822,0.023557,0.291139,0.03675,0.028339,9.3171,73.743,83.0601,3.0457
13,0.00794099,87.9867,87.6777,87.9386,87.7572,1,0.254366,0.011866,2.376502,0.107384,0.271937,0.019199,0.288804,0.029437,0.078205,10.4816,75.7062,86.1878,3.4925
14,0.00761488,88.8209,88.5825,88.6833,88.6247,0,0.284337,0.013595,2.612073,0.162302,0.274267,0.03259,0.238976,0.026194,0.02869,17.3011,72.3164,89.6175,4.6761
15,0.00727268,89.5996,89.4077,89.5597,89.4134,0,0.253884,0.019832,2.276522,0.217596,0.238485,0.02223,0.282116,0.022814,0.104003,12.8492,75.419,88.2682,3.6016
16,0.0069165,90.7119,90.5597,90.6781,90.5523,0,0.264968,0.021455,2.415287,0.237635,0.224965,0.020574,0.250426,0.015716,0.044106,8.3333,78.3333,86.6667,2.9985
17,0.00654854,91.0456,90.9532,91.0145,90.9315,0,0.276165,0.021229,2.529271,0.208359,0.223246,0.028515,0.242753,0.014864,0.012667,10.3766,77.4011,87.7778,2.9765
18,0.00617106,91.4905,91.3814,91.457,91.3598,0,0.255063,0.012823,2.21078,0.172979,0.18958,0.021732,0.26392,0.016025,0.082707,9.2893,79.661,88.9503,2.5826
19,0.00578639,91.4905,91.3558,91.4451,91.3405,0,0.275271,0.019893,2.440704,0.181079,0.201858,0.023779,0.240886,0.015681,0.015041,10.2095,79.235,89.4444,3.3578
20,0.0053969,92.7141,92.6281,92.6737,92.606,0,0.229154,0.016442,1.889705,0.205789,0.172827,0.013501,0.319836,0.019635,0.201114,4.8347,85.8757,90.7104,1.3675
21,0.005005,92.4917,92.3956,92.4861,92.3769,0,0.274473,0.016193,2.436909,0.208188,0.175112,0.024337,0.222239,0.01006,0.006541,11.6139,78.8889,90.5028,3.4235
22,0.0046131,93.0478,92.9699,93.1205,92.9202,0,0.23017,0.040246,1.868485,0.436468,0.15666,0.023323,0.319171,0.020299,0.164355,11.7668,82.2222,93.9891,3.994
23,0.00422361,92.6029,92.5304,92.5937,92.5156,0,0.273965,0.043454,2.354574,0.453989,0.177364,0.042692,0.234902,0.009904,0.036873,10.0559,79.3296,89.3855,3.0022
24,0.00383894,93.0478,92.9752,92.9898,92.9747,0,0.23441,0.046994,1.878889,0.53223,0.154603,0.046105,0.31222,0.01504,0.036119,12.0392,80.226,92.2652,3.7644
25,0.00346146,93.2703,93.2077,93.2641,93.179,0,0.203747,0.050668,1.490628,0.637954,0.125293,0.031987,0.428258,0.031953,0.245718,9.4782,84.4444,93.9227,3.1332
26,0.0030935,93.2703,93.2078,93.2699,93.1746,0,0.210591,0.0479,1.57717,0.580537,0.10938,0.027371,0.395759,0.018893,0.084024,15.876,79.096,94.9721,4.7494
27,0.00273732,92.9922,92.9118,93.0272,92.8709,0,0.254071,0.046011,2.087647,0.539201,0.132364,0.041071,0.267889,0.01155,0.023313,13.6189,82.5137,96.1326,3.7409
28,0.00239512,93.5484,93.4845,93.5204,93.4704,0,0.213106,0.029596,1.609294,0.379576,0.108826,0.029043,0.36762,0.02175,0.135231,12.2905,82.1229,94.4134,3.3495
29,0.00206901,93.7709,93.7214,93.7924,93.6853,0,0.196552,0.048547,1.382802,0.566576,0.090468,0.031651,0.447571,0.023329,0.143806,14.2185,80.226,94.4444,4.1405
30,0.00176101,93.7152,93.6199,93.8915,93.5824,0,0.252108,0.062181,2.045417,0.72411,0.135768,0.064099,0.286338,0.013698,0.003045,16.4789,75.1412,91.6201,4.5166
31,0.001473,94.2158,94.1641,94.2741,94.1132,0,0.19749,0.032991,1.394871,0.434003,0.097112,0.021955,0.432374,0.033388,0.163645,11.1326,85.0,96.1326,3.5794
32,0.00120677,94.2714,94.2147,94.2733,94.1902,0,0.186839,0.047217,1.203303,0.574323,0.073521,0.031729,0.497792,0.035969,0.1226,10.8343,84.7458,95.5801,3.5854
33,0.00096396,94.2714,94.2245,94.292,94.1896,0,0.214068,0.07657,1.527051,0.863799,0.09635,0.054287,0.423858,0.023201,0.007129,9.7262,85.2459,94.9721,3.3544
34,0.00074606,94.4383,94.4073,94.434,94.3901,0,0.187147,0.053567,1.199344,0.686035,0.077651,0.037188,0.514007,0.0501,0.174841,8.3671,85.5556,93.9227,2.8924
35,0.00055442,94.2158,94.16,94.212,94.1651,0,0.200927,0.049844,1.418513,0.602043,0.082093,0.037543,0.431706,0.02695,0.018557,11.2953,83.2402,94.5355,3.282
36,0.00039022,93.7709,93.7119,93.8401,93.667,0,0.199924,0.057878,1.334178,0.718,0.084646,0.045465,0.460711,0.041464,0.07649,22.9606,72.067,95.0276,6.6336
37,0.00025447,93.9377,93.8888,93.9274,93.862,0,0.205811,0.067518,1.417046,0.861211,0.091952,0.067201,0.450772,0.041012,0.058509,13.1611,81.9209,95.082,3.9047
38,0.00014801,94.5495,94.5077,94.5482,94.4831,0,0.217219,0.05468,1.57972,0.679478,0.099477,0.052642,0.383984,0.025942,0.007693,9.4647,83.9779,93.4426,2.9876
39,7.15e-05,94.7164,94.6704,94.7421,94.6332,0,0.17094,0.040623,1.012169,0.547494,0.063993,0.019338,0.587165,0.064121,0.207586,9.5404,86.5922,96.1326,3.0522
40,2.54e-05,94.327,94.2764,94.3324,94.2465,0,0.16198,0.02963,0.902176,0.434254,0.053043,0.017789,0.625963,0.07128,0.228151,8.9572,87.7095,96.6667,2.825
