round,lr,global_acc,global_f1,global_precision,global_recall,convergence_flag,drift_norm_mean,drift_norm_std,drift_feature_mean,drift_feature_std,drift_head_mean,drift_head_std,interference_norm,interference_feature,interference_head,fairness_gap,client_acc_min,client_acc_max,client_acc_std
1,0.01,26.0845,12.2266,12.0945,25.934,0,0.355009,0.089314,3.041759,0.395155,0.871765,0.143575,0.677115,0.464637,0.608187,24.0285,25.6983,49.7268,6.6265
2,0.0099846,48.109,42.3038,55.2774,47.0482,0,0.209545,0.055117,0.747477,0.085042,0.330041,0.062306,0.987689,0.89404,0.742548,16.9492,28.2486,45.1977,4.926
3,0.0099385,55.7842,50.7755,56.2201,55.1159,0,0.151512,0.021604,0.868703,0.08563,0.378422,0.059771,0.954787,0.84356,0.702806,22.286,40.5556,62.8415,6.7958
4,0.00986199,65.2392,65.1015,65.9129,65.0367,0,0.162093,0.044345,0.824886,0.062107,0.358331,0.077613,0.962993,0.807421,0.73402,16.6949,51.6667,68.3616,5.1566
5,0.00975553,67.9088,66.7864,67.9521,67.5064,0,0.132556,0.035624,0.701492,0.081931,0.235512,0.039396,0.934132,0.6624,0.402476,12.42,54.8023,67.2222,4.0363
6,0.00961978,68.7987,68.9906,69.522,68.737,0,0.135273,0.023127,0.767577,0.056613,0.22165,0.027026,0.935736,0.567491,0.404276,24.4915,45.0,69.4915,6.8201
7,0.00945558,72.0801,71.6701,71.796,71.8857,0,0.136818,0.03193,0.731884,0.071376,0.220406,0.039557,0.936084,0.523259,0.135628,19.6927,55.3073,75.0,5.5233
8,0.00926394,73.1924,72.2256,73.0281,72.8412,0,0.120605,0.01982,0.743967,0.044778,0.229673,0.042103,0.907563,0.467388,0.158827,15.5043,60.452,75.9563,4.8793
9,0.00904604,77.3637,76.2604,76.3528,77.0397,0,0.112865,0.028897,0.747273,0.054212,0.212751,0.030631,0.87598,0.406247,0.123354,9.64,64.8045,74.4444,3.2441
10,0.00880323,75.4727,74.6244,74.9714,75.0948,0,0.115875,0.017126,0.755169,0.081127,0.194898,0.032027,0.891577,0.32163,0.055876,16.1394,64.9718,81.1111,4.5109
11,0.008537,77.6974,76.9058,77.0073,77.4651,0,0.097981,0.018047,0.710586,0.054379,0.232487,0.022858,0.86007,0.293419,0.170509,15.4487,62.1469,77.5956,5.0991
12,0.00824899,78.1424,77.2424,77.3163,77.8222,0,0.10329,0.016826,0.698681,0.055309,0.198506,0.033182,0.863203,0.256826,0.070151,7.7778,71.1111,78.8889,2.5847
13,0.00794099,79.0879,78.8298,78.8158,78.9502,0,0.095083,0.014098,0.691128,0.045413,0.211023,0.025904,0.819399,0.195365,0.124343,13.3333,66.6667,80.0,3.8088
14,0.00761488,79.5884,78.8148,78.8136,79.2464,0,0.090458,0.020038,0.712249,0.053606,0.202165,0.02429,0.794531,0.194695,0.150764,14.0689,67.5978,81.6667,4.5763
15,0.00727268,80.089,79.4986,79.4528,79.828,0,0.086383,0.010741,0.732267,0.056287,0.205,0.033119,0.786584,0.200346,0.062321,6.5971,73.1844,79.7814,1.9471
16,0.0069165,80.6452,80.3057,80.2982,80.4367,0,0.08148,0.006886,0.777173,0.041457,0.224683,0.047087,0.743131,0.230081,0.113482,14.6214,68.1564,82.7778,4.6562
17,0.00654854,81.8687,81.3968,81.394,81.6634,0,0.072154,0.004517,0.70799,0.042851,0.206492,0.018643,0.718244,0.167473,0.132421,13.4078,70.3911,83.7989,3.4145
