round,lr,global_acc,global_f1,global_precision,global_recall,convergence_flag,drift_norm_mean,drift_norm_std,drift_feature_mean,drift_feature_std,drift_head_mean,drift_head_std,interference_norm,interference_feature,interference_head,fairness_gap,client_acc_min,client_acc_max,client_acc_std
1,0.01,38.9198,30.0686,44.8142,37.8181,0,0.173077,0.088756,4.181416,0.840079,0.707588,0.096774,0.486386,0.043422,0.100118,54.7249,37.8676,92.5926,15.7631
2,0.0099846,24.6659,10.1939,31.135,25.172,0,0.108615,0.034818,1.58806,0.459308,0.603769,0.345483,0.810285,0.283707,0.224886,46.7428,48.9362,95.679,12.7003
3,0.0099385,48.1626,41.152,36.2305,47.6509,0,0.160503,0.066218,1.697534,0.64773,0.864275,0.555104,0.845431,0.220881,0.256962,27.1161,67.3077,94.4238,8.6064
4,0.00986199,31.8486,23.0838,45.0299,32.1299,0,0.111957,0.046412,1.429555,0.392437,0.756538,0.444919,0.806736,0.255508,0.343959,21.7118,72.1154,93.8272,6.7604
5,0.00975553,49.833,39.3387,65.3467,48.7886,0,0.114101,0.053622,1.524737,0.469026,0.88559,0.477505,0.752592,0.228418,0.194909,20.0617,75.0,95.0617,7.1373
6,0.00961978,53.0067,46.1586,72.1673,53.5251,0,0.079759,0.036179,1.201584,0.371882,0.60578,0.283037,0.659734,0.179883,0.137376,20.0875,74.3363,94.4238,7.366
7,0.00945558,63.3073,59.6663,69.423,62.612,0,0.095059,0.045502,1.316404,0.426261,0.707325,0.26445,0.730691,0.159081,0.143695,25.4155,72.1154,97.5309,7.0238
8,0.00926394,66.7038,63.4419,73.2364,66.8663,0,0.058624,0.029117,1.151229,0.438115,0.569538,0.254493,0.439292,0.111964,0.036904,22.2687,74.3363,96.6049,6.9477
9,0.00904604,64.0869,59.1734,69.8502,63.417,0,0.070411,0.026105,1.28105,0.356031,0.699956,0.287664,0.551331,0.116551,0.138254,20.5397,76.9912,97.5309,6.1177
10,0.00880323,70.7127,68.6459,74.8734,70.739,0,0.056397,0.028882,1.247072,0.46378,0.540178,0.28617,0.37888,0.080388,-0.013802,18.466,76.5957,95.0617,6.3977
11,0.008537,64.9777,60.7105,70.5243,64.4212,0,0.072095,0.025041,1.36458,0.376202,0.64522,0.249147,0.528428,0.135531,0.129489,19.9224,76.9912,96.9136,6.4621
12,0.00824899,73.8307,72.3174,76.1839,73.7526,0,0.056847,0.025168,1.29902,0.426752,0.532488,0.271898,0.336121,0.07535,-0.018947,16.918,78.7611,95.679,5.6292
13,0.00794099,69.3764,67.922,73.7396,68.9652,0,0.066256,0.021395,1.381732,0.327385,0.654087,0.258086,0.46325,0.116992,0.159752,19.1002,75.9615,95.0617,5.6823
14,0.00761488,75.4454,74.1958,76.7928,75.367,0,0.059129,0.026224,1.362698,0.460567,0.480619,0.212679,0.32822,0.056085,-0.028382,15.8617,79.2,95.0617,5.2728
15,0.00727268,78.3964,78.4129,79.0996,78.2271,0,0.059998,0.018628,1.330699,0.382388,0.536232,0.174136,0.394342,0.084923,0.076998,24.5732,72.3404,96.9136,7.8997
16,0.0069165,78.8419,78.3845,79.0127,78.7839,0,0.05216,0.019337,1.278797,0.382145,0.436302,0.115081,0.281299,0.031389,-0.023425,21.878,75.9615,97.8395,6.1717
17,0.00654854,79.343,79.3854,79.748,79.2201,0,0.056853,0.016391,1.330465,0.298192,0.43379,0.094539,0.336504,0.044698,0.010548,19.029,77.8846,96.9136,5.7035
18,0.00617106,79.1203,78.5067,79.3598,79.031,0,0.056171,0.018899,1.392802,0.410993,0.396371,0.09125,0.273981,0.029625,-0.045998,21.878,75.9615,97.8395,6.2927
19,0.00578639,80.1225,80.0919,80.3736,79.9793,0,0.061581,0.017681,1.454145,0.368779,0.408373,0.089925,0.334942,0.051704,0.015992,20.1059,75.2212,95.3271,6.2147
20,0.0053969,80.2895,79.7936,80.1605,80.174,0,0.060577,0.021441,1.488182,0.444333,0.388711,0.092311,0.265407,0.023436,-0.072654,21.878,75.9615,97.8395,6.2125
