round,lr,global_acc,global_f1,global_precision,global_recall,convergence_flag,drift_norm_mean,drift_norm_std,drift_feature_mean,drift_feature_std,drift_head_mean,drift_head_std,interference_norm,interference_feature,interference_head,fairness_gap,client_acc_min,client_acc_max,client_acc_std
1,0.01,25.1947,10.0622,6.2987,25.0,0,0.515853,0.040373,7.816006,0.372907,0.887712,0.054089,0.088024,0.007586,0.24539,36.4991,33.3333,69.8324,9.7477
2,0.0099846,25.1947,10.0622,6.2987,25.0,0,0.451516,0.038574,6.040313,0.315021,0.733229,0.040073,0.128751,0.029879,0.089716,51.646,20.6704,72.3164,14.7712
3,0.0099385,27.3637,14.2915,13.7391,26.9984,0,0.448454,0.020515,5.125343,0.165097,0.701765,0.041533,0.215432,0.044805,0.067537,27.6776,45.0,72.6776,7.7104
4,0.00986199,46.3293,36.9682,33.8025,44.995,0,0.374863,0.028787,4.090202,0.215755,0.607824,0.022537,0.286898,0.06538,0.084996,33.1544,44.0678,77.2222,9.8043
5,0.00975553,55.4505,47.3728,62.4268,53.8093,0,0.340451,0.020077,3.554798,0.125781,0.510091,0.03609,0.309834,0.064786,0.076904,34.1299,42.3729,76.5027,9.8643
6,0.00961978,68.2425,65.4156,72.6994,67.0829,0,0.315617,0.023455,3.252045,0.118316,0.440409,0.027729,0.301203,0.056047,0.110952,17.5221,64.2458,81.768,5.5477
7,0.00945558,75.4171,74.0489,78.5401,74.552,0,0.309098,0.021865,3.248351,0.260686,0.39144,0.0324,0.290597,0.0495,0.136671,22.6267,59.887,82.5137,7.462
8,0.00926394,81.8687,81.3201,83.2796,81.2677,0,0.288836,0.019655,2.962332,0.166566,0.33014,0.012023,0.27524,0.039576,0.107111,17.8545,68.3333,86.1878,4.821
9,0.00904604,85.9288,85.7279,86.8291,85.5412,0,0.290286,0.013011,3.050875,0.159963,0.316966,0.025689,0.258853,0.027777,0.115274,13.6612,72.1311,85.7923,4.3698
10,0.00880323,86.5962,86.3845,87.3383,86.2206,0,0.286145,0.012285,2.934718,0.136109,0.274991,0.016249,0.253764,0.024612,0.066312,7.2242,79.661,86.8852,2.2513
11,0.008537,88.0423,87.8494,88.6268,87.6951,0,0.285334,0.018941,2.934451,0.19381,0.253465,0.024518,0.243571,0.021267,0.066161,23.8361,66.6667,90.5028,7.192
12,0.00824899,90.1001,89.9894,90.4345,89.8412,1,0.268307,0.023423,2.669409,0.284741,0.236942,0.027941,0.270314,0.019395,0.090609,15.8867,73.1844,89.071,5.0712
13,0.00794099,90.2113,90.1163,90.7292,89.9336,0,0.273136,0.019914,2.723585,0.272735,0.226936,0.015334,0.250985,0.017516,0.081876,18.8268,70.0,88.8268,6.1721
14,0.00761488,91.2681,91.1798,91.6635,91.0153,0,0.255765,0.019962,2.533589,0.251815,0.201529,0.011884,0.266624,0.015234,0.133461,19.5531,70.9497,90.5028,5.9515
15,0.00727268,92.7141,92.6606,92.923,92.559,0,0.25811,0.016167,2.491207,0.177644,0.184564,0.01908,0.259368,0.01312,0.080821,15.1397,74.8603,90.0,4.4655
16,0.0069165,91.713,91.6339,91.927,91.5167,0,0.259047,0.026202,2.512668,0.348226,0.183858,0.021704,0.271745,0.015242,0.050045,9.5212,80.8743,90.3955,2.8666
17,0.00654854,92.4917,92.4675,92.88,92.3195,0,0.233736,0.02541,2.161955,0.366062,0.166069,0.013604,0.300386,0.016432,0.150219,8.4838,83.6066,92.0904,2.5919
18,0.00617106,93.1591,93.1165,93.3579,93.0207,0,0.235112,0.025366,2.222187,0.407488,0.159933,0.031987,0.314141,0.013001,0.116288,9.5836,82.6816,92.2652,2.993
