round,lr,global_acc,global_f1,global_precision,global_recall,convergence_flag,drift_norm_mean,drift_norm_std,drift_feature_mean,drift_feature_std,drift_head_mean,drift_head_std,interference_norm,interference_feature,interference_head,fairness_gap,client_acc_min,client_acc_max,client_acc_std
1,0.01,35.5395,28.4187,27.956,36.4575,0,0.001389,8e-05,0.052984,0.005709,0.00871,0.001053,0.911799,0.86164,0.835687,16.078,22.905,38.9831,4.9867
2,0.0099846,51.6129,43.363,43.9281,50.353,0,0.001354,9.6e-05,0.040102,0.007549,0.00839,0.001416,0.909666,0.778901,0.790924,36.6077,19.8895,56.4972,8.992
3,0.0099385,37.3749,25.6863,19.9375,38.2015,0,0.001383,8.3e-05,0.035288,0.006547,0.007089,0.001015,0.876272,0.604913,0.566338,19.5531,27.3743,46.9274,5.755
4,0.00986199,49.6663,48.3684,57.2829,48.7447,0,0.00134,8.5e-05,0.030023,0.005799,0.006386,0.001432,0.881393,0.491076,0.449452,13.7058,32.9609,46.6667,4.2949
5,0.00975553,53.337,51.3778,54.8597,52.3548,0,0.001355,0.000105,0.030663,0.0075,0.005896,0.001298,0.89006,0.526724,0.467058,23.9186,30.7263,54.6448,7.4025
6,0.00961978,53.9488,45.8188,41.5567,52.8475,0,0.00131,8.2e-05,0.028344,0.003513,0.005858,0.000767,0.865126,0.369071,0.363308,31.2263,24.0223,55.2486,8.858
7,0.00945558,57.9533,56.7437,58.9456,57.192,0,0.001264,7.2e-05,0.025858,0.005796,0.005183,0.001138,0.87398,0.418547,0.481459,25.2375,33.5196,58.7571,7.5254
8,0.00926394,59.4549,58.9471,58.8755,59.1903,0,0.001338,0.000122,0.029846,0.008294,0.005838,0.001796,0.870029,0.404116,0.438371,32.9351,28.8136,61.7486,10.827
9,0.00904604,58.0645,57.6405,64.0084,57.6679,0,0.001201,5.3e-05,0.021364,0.004953,0.003935,0.00107,0.898366,0.335909,0.342634,17.6041,39.2265,56.8306,6.2341
10,0.00880323,56.6741,49.1535,54.9836,55.7044,0,0.001245,3.1e-05,0.025514,0.00389,0.004358,0.000715,0.887422,0.388273,0.383471,6.7639,48.6034,55.3672,2.3389
11,0.008537,61.2347,60.1072,61.9914,60.5954,0,0.001246,6.9e-05,0.025245,0.004116,0.004222,0.000824,0.877337,0.276965,0.294553,14.4444,41.6667,56.1111,4.3825
12,0.00824899,61.3459,59.0686,62.1661,60.7679,0,0.001242,9.4e-05,0.024969,0.006953,0.004519,0.001199,0.86268,0.185886,0.196479,29.4809,35.0,64.4809,10.6327
13,0.00794099,59.5662,59.3292,63.1336,59.0399,0,0.001256,6.1e-05,0.024634,0.00384,0.004183,0.00097,0.868272,0.273279,0.23176,19.5993,37.7778,57.377,5.9581
14,0.00761488,58.3426,53.3208,58.3575,57.5246,0,0.001253,8.1e-05,0.025068,0.004721,0.004078,0.001019,0.885067,0.354736,0.373051,19.2024,43.5754,62.7778,5.7564
15,0.00727268,56.1179,52.2522,57.701,55.108,0,0.001212,4.2e-05,0.022426,0.00292,0.003744,0.001072,0.899235,0.326953,0.27444,19.0619,43.7158,62.7778,5.9706
16,0.0069165,54.3938,50.5992,55.3926,53.4541,0,0.001304,9.9e-05,0.025995,0.004856,0.004342,0.001304,0.863917,0.204627,0.314877,20.1117,40.2235,60.3352,5.4213
17,0.00654854,60.2892,58.8571,61.6401,59.5502,0,0.001277,9.7e-05,0.021535,0.005053,0.003828,0.00077,0.901335,0.167521,0.146855,19.9956,45.1977,65.1934,5.9185
18,0.00617106,62.5695,61.5706,63.0635,61.9954,0,0.001339,7.9e-05,0.025245,0.005119,0.004218,0.001096,0.889764,0.252206,0.129355,15.5556,45.0,60.5556,4.8095
19,0.00578639,60.901,59.6473,62.2783,60.3869,0,0.001278,8.9e-05,0.023258,0.006769,0.003842,0.001276,0.882143,0.188047,0.098164,33.898,32.2222,66.1202,10.7099
20,0.0053969,59.733,57.671,60.6699,58.9629,0,0.001311,0.000117,0.021422,0.004903,0.003498,0.001047,0.917386,0.238467,0.195232,16.3629,51.3966,67.7596,5.5559
21,0.005005,60.3448,58.3049,61.595,59.6198,0,0.001346,0.000118,0.020193,0.004712,0.003753,0.001103,0.922234,0.173963,0.177898,15.1934,50.0,65.1934,4.856
