round,global_acc,global_f1,drift_norm_mean,drift_norm_std,drift_feature_mean,drift_feature_std,drift_head_mean,drift_head_std,interference_norm,interference_feature,interference_head,fairness_gap,client_acc_std
1,25.6,10.191082802547772,20.05417568873078,0.03879897994732245,0.31040178280405134,0.021746717347757027,0.4981229446828365,0.030865659522177156,0.9956213805410598,0.01882881231399046,0.3284187499019835,0.0,0.0
2,25.885714285714283,10.854593364474786,17.838846368087122,0.04589324616212634,0.3079389264557791,0.016341235972336676,0.3696989968419075,0.019329071017623205,0.9957944869995117,0.055122550990846425,0.10151371442609364,0.0,0.0
3,42.51428571428571,35.75776082550449,17.702245626244146,0.02705867638754332,0.255355679813723,0.015345617337254808,0.32450324702076616,0.015598969595050778,0.9970752318700155,0.05807106345891953,0.07650804152298304,0.0,0.0
4,47.31428571428572,41.49818247764983,17.576615583013634,0.02643759233115779,0.21879117510897578,0.014201358281392932,0.28233034757431597,0.015510619582294943,0.9979364580578274,0.061289651112424,0.0636688859305448,0.0,0.0
5,64.05714285714285,63.26914403247584,17.51676849852993,0.0314979246036301,0.20989413294921616,0.014041441184392453,0.25113835455849765,0.014650407848570513,0.9982332560751174,0.05369163031379382,0.09584424050731791,0.0,0.0
6,79.14285714285715,79.43275222303744,17.46037547427281,0.022974288089143063,0.19735181977219293,0.011411919037233728,0.21227103651035578,0.009429894065535746,0.9985987424850464,0.04945755932066176,0.0821729349800282,0.0,0.0
7,81.42857142857143,81.66516013273592,17.41365586754484,0.028354060454932557,0.18586603899896392,0.009850506365390529,0.19088740441948177,0.011919148265912083,0.9988290548324585,0.03595980149176386,0.09571125087224774,0.0,0.0
8,80.45714285714286,80.60167149442748,17.401464158116166,0.03209884466659569,0.18331872891831477,0.008944792091317079,0.172775533166714,0.013159880820680338,0.9988662997881571,0.026238460300697222,0.06512992110931211,0.0,0.0
9,84.17142857142858,84.36787998781602,17.36021794172631,0.02921266859921863,0.1715130266490335,0.017024363030761016,0.1522870753426105,0.015483832299078066,0.9991175134976705,0.020732006720370715,0.07243781878302495,0.0,0.0
10,87.02857142857144,87.45493688899279,17.329935349124437,0.030243740406184837,0.15854748260679002,0.013438247277758088,0.13800012913998216,0.009703941956747852,0.9992559406492445,0.015652229812824065,0.09733542197694381,0.0,0.0
11,89.02857142857142,89.42076872420152,17.337466939668985,0.0825890286652454,0.16022548337281056,0.028935342068323055,0.13176142047159373,0.029250348038546314,0.9991619163089328,0.014001044677570462,0.06023349475322498,0.0,0.0
12,88.57142857142857,88.78920512053354,17.317610224829274,0.028754631815316917,0.15913171679300742,0.014952512035301077,0.11940007212106138,0.008592664923093496,0.9993322796291775,0.010025503703703482,0.032552531082183124,0.0,0.0
13,92.05714285714286,92.26883074026235,17.25457753275501,0.0204703192072644,0.12655565114933956,0.014918360526084045,0.09978378091473132,0.007325634774578729,0.9995802521705628,0.011794637044658884,0.13775086210419735,0.0,0.0
14,91.60000000000001,91.78866050876906,17.284569447547007,0.045294551216731475,0.14297510055617527,0.018767936072920842,0.10292801695177331,0.012631851915974832,0.9994323081440396,0.007738296242637767,0.02143935510992176,0.0,0.0
15,92.51428571428572,92.73987924949658,17.252688104589915,0.038233277159357926,0.12349155072011549,0.012457532229177075,0.0934862460475415,0.014846692512625085,0.9995726823806763,0.012665093508419684,0.09771169047906167,0.0,0.0
16,93.42857142857143,93.61912399041373,17.217836728059712,0.02300598752186469,0.10637424478245039,0.014753640635960684,0.0799513584235683,0.011438477051799612,0.9996794025103252,0.011225657668223397,0.17214267711258596,0.0,0.0
17,92.97142857142858,93.09825867585367,17.21768036867295,0.027612432253680645,0.10825878306057879,0.0148157161439558,0.0760083033470437,0.015475219346469662,0.9996791256798638,0.007680221762145973,0.03948022134395109,0.0,0.0
18,93.14285714285714,93.3407927121834,17.219887133801997,0.04744957483489281,0.1022996001503177,0.02628758889838832,0.07068542446359061,0.020478884594178435,0.9996490915616353,0.00552610661705128,0.07313800326082856,0.0,0.0
19,94.11428571428571,94.26108465050737,17.17507381731536,0.021999368559425973,0.0773957318494218,0.011373820224091466,0.052377718244679274,0.007214330059962194,0.9998012516233656,0.009857806128760178,0.09920022022496496,0.0,0.0
20,93.94285714285714,94.05392072266845,17.136246823416144,0.0193458901205986,0.05344452688541825,0.01247488451967797,0.03589876461774111,0.010089522911323265,0.9998756117290921,0.003233511870106061,0.09875058068169487,0.0,0.0
